SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat;Cuartil_sup_Precio_Esp_Cat
Bahía de Santa Marta_Euthynnus alletteratus_Grande;9871;16238
Barrio La Unión_Melongena melongena_Revuelto;20000;20000
Puerto Boquillas_Prochilodus magdalenae_Mediano;7992;7998
Puerto Boquillas_Hoplias malabaricus_Mediano;2894;2894
Agropez_Sphyraena guachancho_Mediano;12200;14000
Bahía de Santa Marta_Rhomboplites aurorubens_Pequeño;18454;24273
Agropez_Scomberomorus cavalla_Grande;20000;22000
Doña Ana_Cyphocharax magdalenae_Revuelto;1105;1293
Vida Tranquila_Ageneiosus pardalis_Pequeño;3974;4909
Agropez_Cynoscion acoupa_Pequeño;10000;10000
Puerto Boquillas_Oreochromis niloticus_Mediano;5859;5859
Agropez_Trichiurus lepturus_Grande;15000;15000
Barrio La Unión_Centropomus undecimalis_Pequeño;5797;7954
Puerto principal (San Vicente del Caguán)_Pseudoplatystoma punctifer_Revuelto;16000;17300
Puerto principal (San Vicente del Caguán)_Pseudoplatystoma tigrinum_Revuelto;18000;18000
Bazurto_Caranx crysos_Mediano;9995;13000
Bazurto_Priacanthus arenatus_Mediano;8943;9992
Bazurto_Sparisoma chrysopterum_Pequeño;3002;4895
Bazurto_Scomberomorus regalis_Grande;18680;22100
Barrio La Unión_Conodon nobilis_Grande;5682;9500
Barrio La Unión_Centropomus undecimalis_Grande;19955;22217
Bazurto_Plagioscion magdalenae_Grande;10158;12000
Bazurto_Sciades proops_Pequeño;5050;5950
Bazurto_Lutjanus synagris_Pequeño;13606;15169
Bazurto_Mugil curema_Grande;9980;13562
Bazurto_Centropomus undecimalis_Pequeño;13566;15288
San Antonio de Padua_Sternopygus aequilabiatus_Revuelto;1950;1997
San Antonio de Padua_Rhamdia guatemalensis_Grande;2000;2000
San Antonio de Padua_Megaleporinus muyscorum_Mediano;2343;2389
San Antonio de Padua_Sternopygus aequilabiatus_Mediano;1897;1987
San Antonio de Padua_Rhamdia guatemalensis_Revuelto;1884;1995
San Antonio de Padua_Dasyloricaria latuira_Revuelto;1910;1977
Tapegua_Cyphocharax magdalenae_Revuelto;1302;1899
Puerto Arriba (Dibulla)_Cathorops wayuu_Revuelto;1484;1919
Puerto Arriba (Dibulla)_Menticirrhus americanus_Mediano;3690;5000
Puerto Arriba (Dibulla)_Bagre filamentosus_Mediano;4405;4935
San Antonio de Padua_Pimelodus punctatus_Revuelto;1901;1980
San Antonio de Padua_Pseudopimelodus sp. 1_Mediano;7959;7959
Puerto Arriba (Dibulla)_Caranx hippos_Grande;5241;6016
Puerto Arriba (Dibulla)_Alectis ciliaris_Grande;4412;4412
Puerto Arriba (Dibulla)_Elops smithi_Mediano;2211;2961
Puerto Arriba (Dibulla)_Orthopristis ruber_Revuelto;1372;1500
San Nicolás (Santa Cruz De Mompox)_Pimelodus yuma_Revuelto;3784;3784
Sivirú_Lutjanus jordani_Pequeño;12000;12000
Sivirú_Lutjanus argentiventris_Pequeño;12000;12000
San Nicolás (Santa Cruz De Mompox)_Sorubim cuspicaudus_Pequeño;2486;2991
Mayapo_Lachnolaimus maximus_Mediano;6849;8004
Mayapo_Octopus vulgaris_Revuelto;20000;20000
Mayapo_Panulirus argus_Pequeño;6855;10000
Villa Fátima_Haemulon steindachneri_Revuelto;1961;2000
Mayapo_Haemulon plumieri_Mediano;4880;5000
Mayapo_Lutjanus synagris_Mediano;17500;17987
Mayapo_Lutjanus analis_Mediano;17375;18000
Mayapo_Hyporthodus nigritus_Mediano;6875;7995
Las Delicias_Haemulon steindachneri_Mediano;3000;4000
Las Delicias_Scomberomorus brasiliensis_Pequeño;8000;8000
Las Delicias_Conodon nobilis_Mediano;5000;6000
Las Delicias_Caranx crysos_Pequeño;5000;5000
Las Delicias_Haemulon aurolineatum_Pequeño;2000;2000
Popoya Playa_Cathorops wayuu_Mediano;4286;5474
Popoya Playa_Archosargus rhomboidalis_Mediano;6977;8000
Popoya Playa_Haemulon parra_Mediano;6510;7412
Puerto Pozuelo - La Rinconada_Triportheus magdalenae_Revuelto;2174;2446
Puerto Pozuelo - La Rinconada_Oreochromis niloticus_Mediano;5000;5000
Puerto Pozuelo - La Rinconada_Prochilodus magdalenae_Pequeño;7038;7500
El Muelle (Puerto López)_Piaractus orinoquensis_Revuelto;15005;16000
La T_Lutjanus griseus_Mediano;10000;10000
El Muelle (Puerto López)_Zungaro zungaro_Revuelto;14318;16700
La T_Lutjanus synagris_Mediano;18000;18000
Las Balsas_Brachyplatystoma vaillantii_Revuelto;11000;13000
Rincón del Mar_Seriola dumerili_Pequeño;13811;17628
Rincón del Mar_Caranx hippos_Mediano;9479;9576
Rincón del Mar_Mycteroperca rubra_Mediano;19469;20089
Rincón del Mar_Epinephelus itajara_Grande;11914;11914
Berrugas_Euthynnus alletteratus_Mediano;7855;11303
Rincón del Mar_Lutjanus apodus_Pequeño;16729;19545
Puerto Montecristo_Plagioscion magdalenae_Grande;10371;11010
Santuario_Pseudoplatystoma punctifer_Revuelto;20000;20000
Santuario_Hydrolycus armatus_Revuelto;8000;8000
Santuario_Pimelodus albofasciatus_Revuelto;14000;14000
Berrugas_Haemulon plumieri_Pequeño;7298;9139
Berrugas_Sciades proops_Pequeño;4881;4991
Berrugas_Trachinotus falcatus_Pequeño;5258;7958
Berrugas_Cathorops mapale_Pequeño;2741;2983
Dotenedó_Mugil curema_Revuelto;10000;10000
Playa Totumo_Trichiurus lepturus_Revuelto;6500;8000
Dotenedó_Scomberomorus sierra_Revuelto;5000;5000
Punta Ardita_Haemulon flaviguttatum_Mediano;16000;16000
Arquimedes_Megalops atlanticus_Grande;9827;9991
Puerto Miraflores_Cynoscion reticulatus_Revuelto;14000;14000
Taganga_Caranx hippos_Grande;3880;7400
Taganga_Sphyraena barracuda_Grande;13999;14138
Puerto Miraflores_Kyphosus ocyurus_Pequeño;14000;14000
Uveros_Scomberomorus brasiliensis_Pequeño;20400;24000
Uveros_Bagre filamentosus_Pequeño;6000;10500
Taganga_Lutjanus mahogoni_Mediano;15000;15000
Taganga_Gerres cinereus_Pequeño;5000;5000
Playa Pescadores - Capurganá_Caranx crysos_Mediano;14000;14000
La Tranca_Pimelodus yuma_Revuelto;624;1082
La Tranca_Sorubim cuspicaudus_Grande;3968;4011
Dorada_Pimelodus yuma_Revuelto;5975;5999
Dorada_Curimata mivartii_Revuelto;1319;1491
La Tranca_Curimata mivartii_Revuelto;1343;1484
Dorada_Cyphocharax magdalenae_Revuelto;2304;2404
Barrio Arriba - Barbosa (Magangué)_Sorubim cuspicaudus_Grande;7587;9117
Casco urbano Roma_Triportheus magdalenae_Revuelto;2109;2513
Casco urbano Roma_Cyphocharax magdalenae_Revuelto;1925;2283
Casco urbano Roma_Hoplias malabaricus_Revuelto;2374;4186
Casco urbano Roma_Caquetaia kraussii_Revuelto;1434;2190
Casco urbano Roma_Oreochromis niloticus_Pequeño;4993;5043
Casco urbano Roma_Oreochromis niloticus_Grande;7966;8018
Cabo Marzo_Lutjanus aratus_Grande;15000;15000
Cabo Marzo_Lutjanus guttatus_Pequeño;15000;15000
Cabo Marzo_Lutjanus guttatus_Platero (para pargos);22000;22000
Cabo Marzo_Lutjanus guttatus_Mediano;15100;16000
Cabo Marzo_Caranx caninus_Mediano;5000;5000
Cabo Marzo_Thunnus albacares_Mediano;7050;7950
Pizarro_Centropomus medius_Mediano;16000;16800
Puerto La Candelaria_Triportheus magdalenae_Revuelto;1820;3062
Dorada_Plagioscion magdalenae_Pequeño;1939;2039
Pizarro_Centropomus robalito_Pequeño;8000;8000
Dorada_Pseudoplatystoma magdaleniatum_Grande;7000;7000
Nueva Estrella_Prochilodus magdalenae_Mediano;8021;9783
Nueva Estrella_Hoplias malabaricus_Revuelto;2500;3478
Nueva Estrella_Caquetaia kraussii_Revuelto;1943;2619
Nueva Estrella_Prochilodus magdalenae_Grande;9024;9451
Dorada_Pseudoplatystoma magdaleniatum_Pequeño;2967;3067
Vida Tranquila_Ageneiosus pardalis_Revuelto;4139;6849
El Ferry_Plagioscion magdalenae_Grande;10192;11934
El Ferry_Plagioscion magdalenae_Mediano;4920;5000
El Puente_Oreochromis niloticus_Pequeño;3983;3999
Nueva Estrella_Sternopygus aequilabiatus_Revuelto;1263;2063
Nueva Estrella_Prochilodus magdalenae_Pequeño;3882;7143
Carrizal_Haemulon plumieri_Revuelto;4000;6400
Morrosquillo_Sphyraena guachancho_Mediano;7284;8000
Candelaria (Achí)_Sorubim cuspicaudus_Grande;11859;12036
Nueva Estrella_Cyphocharax magdalenae_Revuelto;606;793
Nueva Estrella_Pimelodus yuma_Revuelto;2482;2564
La Tranca_Plagioscion magdalenae_Grande;3936;4011
Milagros de la Mar_Tylosurus fodiator_Revuelto;2500;2500
Milagros de la Mar_Larimus acclivis_Revuelto;6000;6000
Milagros de la Mar_Scomberomorus sierra_Revuelto;3000;3000
Milagros de la Mar_Lutjanus guttatus_Pequeño;8000;8000
Nueva Estrella_Plagioscion magdalenae_Pequeño;4000;4000
Jurubirá_Rhonciscus branickii_Pequeño;7100;8000
La Tranca_Oreochromis niloticus_Grande;3985;4014
Jurubirá_Scomberomorus sierra_Pequeño;8000;12000
Vida Tranquila_Sorubim cuspicaudus_Mediano;4982;6993
Plaza de mercado (La Dorada)_Sternopygus aequilabiatus_Revuelto;4806;4912
Plaza de mercado (La Dorada)_Brycon moorei_Revuelto;16758;18408
Plaza de mercado (La Dorada)_Salminus affinis_Revuelto;18500;18500
Puerto Chaparro_Pimelodus yuma_Revuelto;4399;4400
La Tranca_Sorubim cuspicaudus_Pequeño;1963;2041
El Ferry_Plagioscion magdalenae_Pequeño;3952;4028
Nueva Estrella_Megaleporinus muyscorum_Revuelto;1953;2598
Nueva Estrella_Cynopotamus magdalenae_Revuelto;1016;1633
Puerto Chaparro_Caquetaia kraussii_Revuelto;2378;3534
Puerto Chaparro_Sorubim cuspicaudus_Pequeño;4376;6000
Puerto Chaparro_Plagioscion magdalenae_Grande;6000;7502
Puerto Chaparro_Ageneiosus pardalis_Pequeño;4047;6000
Las Flores_Caranx hippos_Mediano;7052;8873
Puerto Chaparro_Ichthyoelephas longirostris_Grande;8189;9923
Isla Fuerte_Haemulon bonariense_Revuelto;7432;8000
San José_Plagioscion magdalenae_Grande;4971;4975
San José_Sorubim cuspicaudus_Grande;5000;5000
San José_Oreochromis niloticus_Pequeño;3006;3006
San José_Ageneiosus pardalis_Pequeño;2988;3622
Barrio Santa Lucía_Panulirus argus_Grande;35000;35000
Barrio Santa Lucía_Ariopsis canteri_Mediano;4681;5000
Puerto Amor_Hoplias malabaricus_Mediano;3117;4167
Las Flores_Lobotes surinamensis_Pequeño;5000;5000
Puerto Amor_Cyphocharax magdalenae_Revuelto;2744;3549
Puerto Bello_Oreochromis niloticus_Revuelto;5000;5000
Candelaria (Chimichagua)_Prochilodus magdalenae_Grande;10000;10000
Candelaria (Chimichagua)_Prochilodus magdalenae_Mediano;8000;8000
Candelaria (Chimichagua)_Plagioscion magdalenae_Mediano;2000;2000
Candelaria (Chimichagua)_Hoplias malabaricus_Mediano;2000;2000
Candelaria (Chimichagua)_Pimelodus yuma_Revuelto;6000;6000
Candelaria (Chimichagua)_Cyphocharax magdalenae_Revuelto;1000;1005
Candelaria (Chimichagua)_Triportheus magdalenae_Revuelto;1000;1000
Vida Tranquila_Pseudoplatystoma magdaleniatum_Pequeño;4971;8992
Candelaria (Chimichagua)_Caquetaia kraussii_Revuelto;1000;1005
Playa de Arusí_Brotula clarkae_Pequeño;8000;12160
San Nicolás (Santa Cruz De Mompox)_Cyphocharax magdalenae_Revuelto;1627;2723
Candelaria (Chimichagua)_Megaleporinus muyscorum_Revuelto;1600;1617
Candelaria (Chimichagua)_Oreochromis niloticus_Grande;8000;8000
Arroyito_Lutjanus synagris_Pequeño;9909;10000
Arroyito_Caranx crysos_Pequeño;5974;5974
Playa de Arusí_Thunnus albacares_Mediano;13930;14000
Puerto Colorado_Prochilodus magdalenae_Pequeño;6375;7999
Puerto Colorado_Hoplias malabaricus_Revuelto;3196;5589
Puerto Colorado_Curimata mivartii_Revuelto;1988;2232
Playa de Arusí_Lutjanus peru_Grande;14000;15394
Santa Clara_Curimata mivartii_Revuelto;2177;2715
Arroyito_Caranx hippos_Mediano;7993;8000
Arroyito_Elops smithi_Pequeño;5923;5962
Puerto Amor_Megaleporinus muyscorum_Grande;2542;3292
Puerto Amor_Oreochromis niloticus_Revuelto;6000;8150
Puerto Colorado_Megaleporinus muyscorum_Revuelto;5210;9251
Playa de Arusí_Brotula clarkae_Mediano;15000;15015
Puerto del Cerrito_Plagioscion magdalenae_Grande;4960;4997
La Mata_Caquetaia kraussii_Revuelto;1600;1600
La Mata_Hoplias malabaricus_Revuelto;4000;4000
Campo alegre_Cyphocharax magdalenae_Revuelto;1018;1473
Puerto Amor_Sorubim cuspicaudus_Pequeño;7583;8333
Puerto Amor_Prochilodus magdalenae_Revuelto;3648;6652
Mercado (Lorica)_Hoplias malabaricus_Grande;3571;3571
Docordó_Lutjanus peru_Pequeño;14000;14000
Locadía_Centropomus pectinatus_Revuelto;10000;10000
Guacamayo_Prochilodus magdalenae_Pequeño;4082;4389
Guacamayo_Hoplias malabaricus_Revuelto;1587;2105
Guacamayo_Prochilodus magdalenae_Mediano;5667;6661
Locadía_Trichiurus lepturus_Revuelto;3359;8598
Locadía_Bagre filamentosus_Revuelto;10000;10000
Locadía_Caranx hippos_Mediano;11752;11987
El Valle_Lutjanus colorado_Varios tamaños;14000;17100
El Valle_Thunnus albacares_Grande;7000;7000
Locadía_Caranx crysos_Revuelto;13882;13998
Locadía_Caranx hippos_Revuelto;11856;12000
Cangrejito_Conodon nobilis_Mediano;6471;7000
Marralú_Prochilodus magdalenae_Mediano;5926;7143
Playa Pescadores - Capurganá_Thunnus albacares_Revuelto;14000;14000
El Pájaro_Haemulon plumieri_Revuelto;1423;2068
Caño Lobo_Centropomus undecimalis_Mediano;5833;9603
Cangrejito_Caranx crysos_Mediano;6000;7000
Cangrejito_Calamus penna_Mediano;6817;7000
Tajamar Occidental_Lutjanus purpureus_Grande;25000;25000
Tasajera La Playa_Scomberomorus cavalla_Grande;20000;20000
La Punta_Melongena melongena_Pequeño;2395;3918
Marralú_Pseudoplatystoma magdaleniatum_Pequeño;3000;3000
Marralú_Sorubim cuspicaudus_Pequeño;3000;3000
Cangrejito_Scomberomorus brasiliensis_Mediano;8667;8667
Playa Pescadores - Capurganá_Mycteroperca bonaci_Grande;14000;14000
La Peinada_Sorubim cuspicaudus_Mediano;6809;9599
La Peinada_Hoplias malabaricus_Mediano;3072;3490
El Valle_Hoplopagrus guentherii_Varios tamaños;8000;8000
El Valle_Hyporthodus acanthistius_Pequeño;9000;9000
El Pájaro_Lutjanus synagris_Mediano;9231;9231
Pesquera Aspabab_Lutjanus guttatus_Grande;18000;18000
Pesquera Aspabab_Centropomus armatus_Grande;10000;10000
Cabo Marzo_Brotula clarkae_Mediano;18000;18000
Cabo Marzo_Brotula clarkae_Pequeño;7000;7000
Cabo Marzo_Hyporthodus acanthistius_Mediano;14000;14000
Cabo Marzo_Lutjanus colorado_Grande;14989;15000
Tasajera La Playa_Megalops atlanticus_Grande;8000;8000
Costilla_Oreochromis niloticus_Revuelto;8000;8000
Pesquera Aspabab_Notarius troschelii_Revuelto;6000;6000
Pesquera Aspabab_Lutjanus guttatus_Revuelto;18000;18000
Pesquera Aspabab_Centropomus armatus_Revuelto;12800;18000
Cangrejito_Bagre filamentosus_Mediano;4000;6492
Cangrejito_Lutjanus griseus_Mediano;8000;8000
Cangrejito_Haemulon plumieri_Mediano;4771;5000
Cangrejito_Opisthonema oglinum_Mediano;870;1000
Cangrejito_Chloroscombrus chrysurus_Mediano;1891;2500
Marralú_Hoplias malabaricus_Revuelto;2041;3557
Puerto Ciénaga de Paredes_Pseudoplatystoma magdaleniatum_Revuelto;8282;10000
La Punta_Mugil incilis_Grande;5687;6647
Puerto Amor_Plagioscion magdalenae_Pequeño;7443;9417
Cangrejito_Lutjanus analis_Mediano;11812;16000
Tasajera La Playa_Sciades proops_Mediano;5000;5000
Tasajera La Playa_Elops smithi_Mediano;5000;5000
Guacamayo_Trichopodus pectoralis_Revuelto;1455;1455
Candelaria (Chimichagua)_Prochilodus magdalenae_Pequeño;6000;6000
La Punta_Lobotes surinamensis_Revuelto;8871;8871
Marralú_Pimelodus yuma_Revuelto;3000;3000
Candelaria (Chimichagua)_Pseudoplatystoma magdaleniatum_Grande;10000;10000
La Punta_Chaetodipterus faber_Mediano;7761;8289
San Antonio de Padua_Pseudopimelodus sp. 1_Revuelto;8000;8000
Candelaria (Chimichagua)_Plagioscion magdalenae_Grande;10000;10000
Méjico_Curimata mivartii_Revuelto;2115;2229
Las Delicias_Bagre filamentosus_Mediano;4000;4000
Las Delicias_Rachycentron canadum_Mediano;5100;6900
Guacamayo_Caquetaia kraussii_Revuelto;1493;2098
Desembarcadero (Juradó)_Lutjanus peru_Mediano;20000;20000
Ciénaga de Mesolandia_Plagioscion magdalenae_Mediano;7065;10829
Desembarcadero (Juradó)_Caranx caballus_Pequeño;18000;18000
Desembarcadero (Juradó)_Peprilus spp._Pequeño;18000;18000
Desembarcadero (Juradó)_Occidentarius platypogon_Mediano;18000;18000
Las Delicias_Bagre filamentosus_Pequeño;4000;4000
Desembarcadero (Juradó)_Seriola rivoliana_Mediano;20000;20000
Ciénaga de Mesolandia_Colossoma macropomum_Grande;6742;9037
Ciénaga de Mesolandia_Colossoma macropomum_Pequeño;4142;9750
Arquimedes_Lutjanus spp._Grande;20000;20000
Guacamayo_Cyphocharax magdalenae_Revuelto;2650;3055
Ciénaga de Mesolandia_Pseudoplatystoma magdaleniatum_Pequeño;4517;6416
Ciénaga de Mesolandia_Mugil incilis_Mediano;7244;11476
Ciénaga de Mesolandia_Plagioscion magdalenae_Grande;4318;6161
Rincón del Mar_Octopus vulgaris_Varios tamaños;26098;29803
Rincón del Mar_Sphyraena barracuda_Mediano;19481;19481
Puerto Amor_Megaleporinus muyscorum_Mediano;4167;4167
Rincón del Mar_Sphyraena barracuda_Pequeño;18748;19930
Charambirá_Otros pescadilla_Revuelto;7000;7000
Charambirá_Bagre panamensis_Pequeño;5000;5000
Arquimedes_Trichiurus lepturus_Mediano;6747;7170
Pizarro_Centropomus robalito_Mediano;16000;22000
Casino_Euthynnus alletteratus_Grande;12001;12001
Casino_Lutjanus synagris_Grande;14892;29334
Doña Ana_Pimelodus yuma_Revuelto;1570;1845
Pomeño_Centropomus viridis_Mediano;17000;17000
Pomeño_Bairdiella ensifera_Mediano;17000;17000
Doña Ana_Caquetaia kraussii_Revuelto;1478;1663
Doña Ana_Curimata mivartii_Revuelto;741;741
La Boquilla_Penaeus schmitti_Grande;29659;34560
La Boquilla_Penaeus schmitti_Pequeño;8610;17291
La Boquilla_Sphyraena guachancho_Pequeño;6707;7821
La Boquilla_Penaeus monodon_Revuelto;34230;41098
Manaure Abajo_Sphyraena barracuda_Mediano;9000;9000
Manaure Abajo_Haemulon steindachneri_Revuelto;1000;2000
Puerto Abajo (Dibulla)_Lutjanus analis_Grande;15000;15000
Santa Rosa_Haemulon parra_Revuelto;3030;3030
Curillo_Pseudoplatystoma tigrinum_Mediano;20000;20000
La Boquilla_Lobotes surinamensis_Mediano;10622;11008
Curillo_Zungaro zungaro_Mediano;20000;20000
La Boquilla_Lutjanus synagris_Pequeño;9240;15538
Nueva Colonia_Trichiurus lepturus_Grande;5000;5000
Nueva Colonia_Sciades proops_Mediano;12000;12000
Nueva Colonia_Scomberomorus cavalla_Mediano;20100;21900
La Boquilla_Macrodon ancylodon_Pequeño;7805;7805
La Boquilla_Cynoscion jamaicensis_Revuelto;7955;9031
Zapata_Centropomus undecimalis_Mediano;29029;30000
Zapata_Sciades proops_Mediano;10000;15000
La T_Scarus coeruleus_Revuelto;3000;3000
La T_Sparisoma chrysopterum_Revuelto;3000;3000
La T_Calamus penna_Revuelto;11000;11000
La T_Priacanthus arenatus_Revuelto;4000;4000
La T_Rhomboplites aurorubens_Pequeño;7000;7000
Champaché_Sphyraena guachancho_Grande;8594;9876
Popoya Playa_Caranx hippos_Mediano;5714;7825
Popoya Playa_Scarus coeruleus_Mediano;3571;5000
Popoya Playa_Lutjanus synagris_Pequeño;16250;16250
Popoya Playa_Lutjanus griseus_Mediano;6154;6968
Popoya Playa_Holocentrus adscensionis_Mediano;5625;5625
El Muelle (Puerto López)_Prochilodus mariae_Revuelto;9250;10750
Punta Ardita_Lutjanus colorado_Grande;16000;16000
Las Balsas_Hydrolycus armatus_Revuelto;8000;8000
Puerto Arriba (Dibulla)_Opisthonema oglinum_Revuelto;994;1854
Puerto Arriba (Dibulla)_Mugil curema_Mediano;6667;8000
Puerto Arriba (Dibulla)_Polydactylus virginicus_Pequeño;2383;2383
Puerto Arriba (Dibulla)_Cynoscion similis_Mediano;5000;5000
Puerto Arriba (Dibulla)_Umbrina coroides_Mediano;4000;5085
Puerto Arriba (Dibulla)_Sciades proops_Mediano;5648;7705
Puerto Arriba (Dibulla)_Nebris microps_Mediano;4167;4167
Puerto Arriba (Dibulla)_Panulirus laevicauda_Pequeño;21429;21429
Robles_Hoplias malabaricus_Mediano;3030;3672
Aparca_Prochilodus rubrotaeniatus_Revuelto;16000;16000
Aparca_Hypostomus oculeus_Revuelto;16000;16000
Puerto Principal (Leticia)_Potamorhina altamazonica_Pequeño;5556;5556
Puerto Principal (Leticia)_Prochilodus rubrotaeniatus_Pequeño;10095;11810
Taganga_Istiophorus platypterus_Mediano;6000;6000
Taganga_Istiophorus platypterus_Grande;6000;6000
Taganga_Hyporthodus flavolimbatus_Pequeño;30000;30000
Taganga_Lutjanus analis_Grande;20000;20000
Taganga_Epinephelus adscensionis_Mediano;28000;28000
Taganga_Elops smithi_Mediano;5000;6000
Taganga_Caranx bartholomaei_Grande;13049;19634
Isla Fuerte_Scomberomorus cavalla_Mediano;14393;16914
Taganga_Tylosurus acus_Pequeño;5300;9368
El Malecón (Neiva)_Salminus affinis_Revuelto;12006;13015
El Malecón (Neiva)_Sternopygus aequilabiatus_Revuelto;4892;5112
El Malecón (Neiva)_Brycon amazonicus_Revuelto;10000;10104
El Malecón (Neiva)_Oreochromis niloticus_Revuelto;4839;5077
El Malecón (Neiva)_Brycon moorei_Revuelto;12030;13068
El Malecón (Neiva)_Kronoheros umbrifer_Revuelto;4895;5352
El Malecón (Neiva)_Sorubim cuspicaudus_Revuelto;10008;10156
El Valle_Lutjanus novemfasciatus_Varios tamaños;14000;14000
Cecilia_Pimelodus yuma_Revuelto;1705;1949
La Rampa (Barrancabermeja)_Prochilodus magdalenae_Grande;10000;10000
Isla Fuerte_Elagatis bipinnulata_Revuelto;8889;14250
Carrizal_Caranx crysos_Revuelto;7000;7000
Carrizal_Seriola rivoliana_Mediano;5000;5000
