Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Forma de presentación
Caribe;Peces;PezOseo;Haemulon carbonarium;Ronco carbonero;Entero fresco
Caribe;Peces;PezOseo;Haemulon carbonarium;Ronco carbonero;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon flavolineatum;Ronco amarillo;Entero enhielado
Caribe;Peces;PezOseo;Haemulon flavolineatum;Ronco amarillo;Entero fresco
Caribe;Peces;PezOseo;Haemulon flavolineatum;Ronco amarillo;Eviscerado enhielado
Caribe;Peces;PezOseo;Haemulon flavolineatum;Ronco amarillo;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon macrostomum;Ronco caco;Entero fresco
Caribe;Peces;PezOseo;Haemulon macrostomum;Ronco caco;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon melanurum;Ronco mapurite;Entero fresco
Caribe;Peces;PezOseo;Haemulon melanurum;Ronco mapurite;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon parra;Ojo gordo guajiro, Ronco plateado;Entero enhielado
Caribe;Peces;PezOseo;Haemulon parra;Ojo gordo guajiro, Ronco plateado;Entero fresco
Caribe;Peces;PezOseo;Haemulon parra;Ojo gordo guajiro, Ronco plateado;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon plumieri;Ronco coño;Entero
Caribe;Peces;PezOseo;Haemulon plumieri;Ronco coño;Entero enhielado
Caribe;Peces;PezOseo;Haemulon plumieri;Ronco coño;Entero fresco
Caribe;Peces;PezOseo;Haemulon plumieri;Ronco coño;Eviscerado enhielado
Caribe;Peces;PezOseo;Haemulon plumieri;Ronco coño;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulon steindachneri;Ronco basto;Entero enhielado
Caribe;Peces;PezOseo;Haemulon steindachneri;Ronco basto;Entero fresco
Caribe;Peces;PezOseo;Haemulon steindachneri;Ronco basto;Eviscerado fresco
Caribe;Peces;PezOseo;Haemulopsis corvinaeformis;Pargo blanco;Entero
Caribe;Peces;PezOseo;Haemulopsis corvinaeformis;Pargo blanco;Entero enhielado
Caribe;Peces;PezOseo;Haemulopsis corvinaeformis;Pargo blanco;Entero fresco
Caribe;Peces;PezOseo;Haemulopsis corvinaeformis;Pargo blanco;Eviscerado
Caribe;Peces;PezOseo;Haemulopsis corvinaeformis;Pargo blanco;Eviscerado fresco
Caribe;Peces;PezOseo;Halichoeres radiatus;Vieja lora;Entero
Caribe;Peces;PezOseo;Halichoeres radiatus;Vieja lora;Entero fresco
Caribe;Peces;PezOseo;Halichoeres radiatus;Vieja lora;Eviscerado
Caribe;Peces;PezOseo;Harengula clupeola;Sardineta escamuda;Entero fresco
Caribe;Peces;PezOseo;Harengula humeralis;Sardineta conchua;Entero
Caribe;Peces;PezOseo;Harengula humeralis;Sardineta conchua;Entero enhielado
Caribe;Peces;PezOseo;Harengula humeralis;Sardineta conchua;Entero fresco
Caribe;Peces;PezOseo;Hemicaranx amblyrhynchus;Catalina;Entero
Caribe;Peces;PezOseo;Hemicaranx amblyrhynchus;Catalina;Entero enhielado
Caribe;Peces;PezOseo;Hemicaranx amblyrhynchus;Catalina;Entero fresco
Caribe;Peces;PezOseo;Hemicaranx amblyrhynchus;Catalina;Eviscerado enhielado
Caribe;Peces;PezOseo;Hemicaranx amblyrhynchus;Catalina;Eviscerado fresco
Caribe;Peces;PezOseo;Heteropriacanthus cruentatus;Ojona roca;Entero enhielado
Caribe;Peces;PezOseo;Heteropriacanthus cruentatus;Ojona roca;Entero fresco
Caribe;Peces;PezOseo;Heteropriacanthus cruentatus;Ojona roca;Eviscerado fresco
Caribe;Peces;PezOseo;Holocentrus adscensionis;Carajuelo gallito;Entero
Caribe;Peces;PezOseo;Holocentrus adscensionis;Carajuelo gallito;Entero enhielado
Caribe;Peces;PezOseo;Holocentrus adscensionis;Carajuelo gallito;Entero fresco
Caribe;Peces;PezOseo;Holocentrus adscensionis;Carajuelo gallito;Eviscerado enhielado
Caribe;Peces;PezOseo;Holocentrus adscensionis;Carajuelo gallito;Eviscerado fresco
Caribe;Peces;PezOseo;Holocentrus rufus;Carajuelo soldado;Entero fresco
Caribe;Peces;PezOseo;Holocentrus rufus;Carajuelo soldado;Eviscerado
Caribe;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero enhielado
Caribe;Peces;PezOseo;Hoplias malabaricus;Moncholo;Entero fresco
Caribe;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado enhielado
Caribe;Peces;PezOseo;Hoplias malabaricus;Moncholo;Eviscerado fresco
Caribe;Peces;PezOseo;Hyporhamphus spp.;Agujeta blanca;Entero fresco
Caribe;Peces;PezOseo;Hyporthodus flavolimbatus;Mero aletiamarillo;Entero enhielado
Caribe;Peces;PezOseo;Hyporthodus flavolimbatus;Mero aletiamarillo;Entero fresco
Caribe;Peces;PezOseo;Hyporthodus flavolimbatus;Mero aletiamarillo;Eviscerado enhielado
Caribe;Peces;PezOseo;Hyporthodus flavolimbatus;Mero aletiamarillo;Eviscerado fresco
Caribe;Peces;PezOseo;Hyporthodus nigritus;Mero negro;Entero fresco
Caribe;Peces;PezOseo;Hyporthodus nigritus;Mero negro;Eviscerado enhielado
Caribe;Peces;PezOseo;Hyporthodus nigritus;Mero negro;Eviscerado fresco
Caribe;Peces;PezOseo;Hyporthodus niveatus;Mero gallina;Entero fresco
Caribe;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Entero enhielado
Caribe;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Eviscerado fresco
Caribe;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Entero enhielado
Caribe;Peces;PezOseo;Isopisthus parvipinnis;Corvineta alacorta, Brillantina;Entero fresco
Caribe;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Entero enhielado
Caribe;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Entero fresco
Caribe;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Eviscerado enhielado
Caribe;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Eviscerado fresco
Caribe;Peces;PezOseo;Istiophorus platypterus;Pez vela del Atlantico y del Pacifico;Tronco
Caribe;Peces;PezOseo;Jenkinsia lamprotaenia;Sardineta;Entero
Caribe;Peces;PezOseo;Joturus pichardi;Besote;Eviscerado fresco
Caribe;Peces;PezOseo;Kajikia albida;Aguja blanca;Eviscerado
Caribe;Peces;PezOseo;Kajikia albida;Aguja blanca;Eviscerado fresco
Caribe;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Entero enhielado
Caribe;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Entero fresco
Caribe;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Eviscerado enhielado
Caribe;Peces;PezOseo;Katsuwonus pelamis;Atún barrilete;Eviscerado fresco
Caribe;Peces;PezOseo;Kyphosus sectatrix;Chopa gris;Entero
Caribe;Peces;PezOseo;Kyphosus sectatrix;Chopa gris;Entero enhielado
Caribe;Peces;PezOseo;Kyphosus sectatrix;Chopa gris;Entero fresco
Caribe;Peces;PezOseo;Kyphosus sectatrix;Chopa gris;Eviscerado enhielado
Caribe;Peces;PezOseo;Kyphosus vaigiens;Chopa amarilla;Entero
Caribe;Peces;PezOseo;Kyphosus vaigiens;Chopa amarilla;Entero enhielado
Caribe;Peces;PezOseo;Kyphosus vaigiens;Chopa amarilla;Entero fresco
Caribe;Peces;PezOseo;Kyphosus vaigiens;Chopa amarilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Kyphosus vaigiens;Chopa amarilla;Eviscerado fresco
Caribe;Peces;PezOseo;Lachnolaimus maximus;Pargo pluma;Entero enhielado
Caribe;Peces;PezOseo;Lachnolaimus maximus;Pargo pluma;Entero fresco
Caribe;Peces;PezOseo;Lachnolaimus maximus;Pargo pluma;Eviscerado enhielado
Caribe;Peces;PezOseo;Lachnolaimus maximus;Pargo pluma;Eviscerado fresco
Caribe;Peces;PezOseo;Lactophrys trigonus;Pez cofre;Entero fresco
Caribe;Peces;PezOseo;Lactophrys trigonus;Pez cofre;Eviscerado fresco
Caribe;Peces;PezOseo;Lagocephalus laevigatus;Sapo cabezón;Entero fresco
Caribe;Peces;PezOseo;Lampris megalopsis;Opa manchada;Entero enhielado
Caribe;Peces;PezOseo;Larimus breviceps;Boquita sábalo, Melito;Entero
Caribe;Peces;PezOseo;Larimus breviceps;Boquita sábalo, Melito;Entero enhielado
Caribe;Peces;PezOseo;Larimus breviceps;Boquita sábalo, Melito;Entero fresco
Caribe;Peces;PezOseo;Larimus breviceps;Boquita sábalo, Melito;Eviscerado
Caribe;Peces;PezOseo;Larimus breviceps;Boquita sábalo, Melito;Eviscerado enhielado
Caribe;Peces;PezOseo;Larimus breviceps;Boquita sábalo, Melito;Eviscerado fresco
Caribe;Moluscos;Caracol;Lobatus gigas;Caracol pala;Carne
Caribe;Moluscos;Caracol;Lobatus gigas;Caracol pala;Entero fresco
Caribe;Peces;PezOseo;Lobotes surinamensis;Dormilona;Entero enhielado
Caribe;Peces;PezOseo;Lobotes surinamensis;Dormilona;Entero fresco
Caribe;Peces;PezOseo;Lobotes surinamensis;Dormilona;Eviscerado
Caribe;Peces;PezOseo;Lobotes surinamensis;Dormilona;Eviscerado enhielado
Caribe;Peces;PezOseo;Lobotes surinamensis;Dormilona;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus analis;Pargo palmero;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus analis;Pargo palmero;Entero fresco
Caribe;Peces;PezOseo;Lutjanus analis;Pargo palmero;Eviscerado
Caribe;Peces;PezOseo;Lutjanus analis;Pargo palmero;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus analis;Pargo palmero;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus apodus;Pargo aleta amarilla, Pargo chino;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus apodus;Pargo aleta amarilla, Pargo chino;Entero fresco
Caribe;Peces;PezOseo;Lutjanus apodus;Pargo aleta amarilla, Pargo chino;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus apodus;Pargo aleta amarilla, Pargo chino;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus buccanella;Pargo orejita negra, Pargo sesi;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus buccanella;Pargo orejita negra, Pargo sesi;Entero fresco
Caribe;Peces;PezOseo;Lutjanus buccanella;Pargo orejita negra, Pargo sesi;Eviscerado
Caribe;Peces;PezOseo;Lutjanus buccanella;Pargo orejita negra, Pargo sesi;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus buccanella;Pargo orejita negra, Pargo sesi;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus cyanopterus;Pargo dientón;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus cyanopterus;Pargo dientón;Entero fresco
Caribe;Peces;PezOseo;Lutjanus cyanopterus;Pargo dientón;Eviscerado
Caribe;Peces;PezOseo;Lutjanus cyanopterus;Pargo dientón;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus cyanopterus;Pargo dientón;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus griseus;Pargo mulato, Pargo manglero;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus griseus;Pargo mulato, Pargo manglero;Entero fresco
Caribe;Peces;PezOseo;Lutjanus griseus;Pargo mulato, Pargo manglero;Eviscerado
Caribe;Peces;PezOseo;Lutjanus griseus;Pargo mulato, Pargo manglero;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus griseus;Pargo mulato, Pargo manglero;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus jocu;Pargo perro;Entero
Caribe;Peces;PezOseo;Lutjanus jocu;Pargo perro;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus jocu;Pargo perro;Entero fresco
Caribe;Peces;PezOseo;Lutjanus jocu;Pargo perro;Eviscerado
Caribe;Peces;PezOseo;Lutjanus jocu;Pargo perro;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus jocu;Pargo perro;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus mahogoni;Pargo ojo de gallo, Pargo ojón;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus mahogoni;Pargo ojo de gallo, Pargo ojón;Entero fresco
Caribe;Peces;PezOseo;Lutjanus mahogoni;Pargo ojo de gallo, Pargo ojón;Eviscerado
Caribe;Peces;PezOseo;Lutjanus mahogoni;Pargo ojo de gallo, Pargo ojón;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus mahogoni;Pargo ojo de gallo, Pargo ojón;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus purpureus;Pargo rojo;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus purpureus;Pargo rojo;Entero fresco
Caribe;Peces;PezOseo;Lutjanus purpureus;Pargo rojo;Eviscerado
Caribe;Peces;PezOseo;Lutjanus purpureus;Pargo rojo;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus purpureus;Pargo rojo;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus spp.;Pargos;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus spp.;Pargos;Entero fresco
Caribe;Peces;PezOseo;Lutjanus synagris;Pargo rayado, Pargo chino;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus synagris;Pargo rayado, Pargo chino;Entero fresco
Caribe;Peces;PezOseo;Lutjanus synagris;Pargo rayado, Pargo chino;Eviscerado
Caribe;Peces;PezOseo;Lutjanus synagris;Pargo rayado, Pargo chino;Eviscerado con gónada
Caribe;Peces;PezOseo;Lutjanus synagris;Pargo rayado, Pargo chino;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus synagris;Pargo rayado, Pargo chino;Eviscerado fresco
Caribe;Peces;PezOseo;Lutjanus vivanus;Pargo ojo amarillo;Entero enhielado
Caribe;Peces;PezOseo;Lutjanus vivanus;Pargo ojo amarillo;Entero fresco
Caribe;Peces;PezOseo;Lutjanus vivanus;Pargo ojo amarillo;Eviscerado
Caribe;Peces;PezOseo;Lutjanus vivanus;Pargo ojo amarillo;Eviscerado enhielado
Caribe;Peces;PezOseo;Lutjanus vivanus;Pargo ojo amarillo;Eviscerado fresco
Caribe;Peces;PezOseo;Macrodon ancylodon;Pescadilla real, María Angola;Entero enhielado
Caribe;Peces;PezOseo;Macrodon ancylodon;Pescadilla real, María Angola;Entero fresco
Caribe;Peces;PezOseo;Macrodon ancylodon;Pescadilla real, María Angola;Eviscerado enhielado
Caribe;Peces;PezOseo;Macrodon ancylodon;Pescadilla real, María Angola;Eviscerado fresco
Caribe;Crustáceos;Jaiba;Maguimithrax spinosissimus;Centolla;Entero
Caribe;Crustáceos;Jaiba;Maguimithrax spinosissimus;Centolla;Entero fresco
Caribe;Crustáceos;Jaiba;Maguimithrax spinosissimus;Centolla;Muelas
Caribe;Peces;PezOseo;Makaira nigricans;Marlin, Marlin azul;Entero fresco
Caribe;Peces;PezOseo;Makaira nigricans;Marlin, Marlin azul;Eviscerado enhielado
Caribe;Peces;PezOseo;Makaira nigricans;Marlin, Marlin azul;Eviscerado fresco
Caribe;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero enhielado
Caribe;Peces;PezOseo;Megaleporinus muyscorum;Moino;Entero fresco
Caribe;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado enhielado
Caribe;Peces;PezOseo;Megaleporinus muyscorum;Moino;Eviscerado fresco
Caribe;Peces;PezOseo;Megalops atlanticus;Sábalo;Descabezado
Caribe;Peces;PezOseo;Megalops atlanticus;Sábalo;Entero enhielado
Caribe;Peces;PezOseo;Megalops atlanticus;Sábalo;Entero fresco
Caribe;Peces;PezOseo;Megalops atlanticus;Sábalo;Eviscerado
Caribe;Peces;PezOseo;Megalops atlanticus;Sábalo;Eviscerado enhielado
Caribe;Peces;PezOseo;Megalops atlanticus;Sábalo;Eviscerado fresco
Caribe;Peces;PezOseo;Melichthys niger;Cachúa negra;Entero fresco
Caribe;Moluscos;Caracol;Melongena melongena;Caracol copey;Carne
Caribe;Moluscos;Caracol;Melongena melongena;Caracol copey;Entero enhielado
Caribe;Moluscos;Caracol;Melongena melongena;Caracol copey;Entero fresco
Caribe;Peces;PezOseo;Menticirrhus americanus;Coroncoro perro, Verrugato;Entero
Caribe;Peces;PezOseo;Menticirrhus americanus;Coroncoro perro, Verrugato;Entero enhielado
Caribe;Peces;PezOseo;Menticirrhus americanus;Coroncoro perro, Verrugato;Entero fresco
Caribe;Peces;PezOseo;Menticirrhus americanus;Coroncoro perro, Verrugato;Eviscerado
Caribe;Peces;PezOseo;Menticirrhus americanus;Coroncoro perro, Verrugato;Eviscerado enhielado
Caribe;Peces;PezOseo;Menticirrhus americanus;Coroncoro perro, Verrugato;Eviscerado fresco
Caribe;Peces;PezOseo;Menticirrhus littoralis;Coroncoro rayao, Lambe verrugato;Entero enhielado
Caribe;Peces;PezOseo;Menticirrhus littoralis;Coroncoro rayao, Lambe verrugato;Entero fresco
Caribe;Peces;PezOseo;Menticirrhus littoralis;Coroncoro rayao, Lambe verrugato;Eviscerado enhielado
Caribe;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Entero enhielado
Caribe;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Entero fresco
Caribe;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Eviscerado
Caribe;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Eviscerado enhielado
Caribe;Peces;PezOseo;Micropogonias furnieri;Corvina rayada;Eviscerado fresco
Caribe;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Entero enhielado
Caribe;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Entero fresco
Caribe;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Eviscerado enhielado
Caribe;Peces;PezOseo;Mugil curema;Lisa anchoveta, Anchoveta;Eviscerado fresco
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Entero
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Entero enhielado
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Entero fresco
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Eviscerado
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Eviscerado con gónada
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Eviscerado enhielado
Caribe;Peces;PezOseo;Mugil incilis;Lisa rayada;Eviscerado fresco
Caribe;Peces;PezOseo;Mugil liza;Lebranche, Soco;Entero enhielado
Caribe;Peces;PezOseo;Mugil liza;Lebranche, Soco;Entero fresco
Caribe;Peces;PezOseo;Mugil liza;Lebranche, Soco;Eviscerado
Caribe;Peces;PezOseo;Mugil liza;Lebranche, Soco;Eviscerado enhielado
Caribe;Peces;PezOseo;Mugil liza;Lebranche, Soco;Eviscerado fresco
Caribe;Peces;PezOseo;Mulloidichthys martinicus;Salmonete cola amarilla;Entero enhielado
Caribe;Peces;PezOseo;Mulloidichthys martinicus;Salmonete cola amarilla;Entero fresco
Caribe;Peces;PezOseo;Mulloidichthys martinicus;Salmonete cola amarilla;Eviscerado enhielado
Caribe;Peces;PezOseo;Mulloidichthys martinicus;Salmonete cola amarilla;Eviscerado fresco
Caribe;Peces;PezOseo;Mycteroperca bonaci;Cherna bonaci, Mero cherna;Entero enhielado
Caribe;Peces;PezOseo;Mycteroperca bonaci;Cherna bonaci, Mero cherna;Entero fresco
Caribe;Peces;PezOseo;Mycteroperca bonaci;Cherna bonaci, Mero cherna;Eviscerado
Caribe;Peces;PezOseo;Mycteroperca bonaci;Cherna bonaci, Mero cherna;Eviscerado enhielado
Caribe;Peces;PezOseo;Mycteroperca bonaci;Cherna bonaci, Mero cherna;Eviscerado fresco
Caribe;Peces;PezOseo;Mycteroperca cidi;Cherna blanca;Entero fresco
Caribe;Peces;PezOseo;Mycteroperca cidi;Cherna blanca;Eviscerado fresco
Caribe;Peces;PezOseo;Mycteroperca phenax;Cherna garopa;Eviscerado fresco
Caribe;Peces;PezOseo;Mycteroperca rubra;Cherna negra;Entero enhielado
Caribe;Peces;PezOseo;Mycteroperca rubra;Cherna negra;Entero fresco
Caribe;Peces;PezOseo;Mycteroperca rubra;Cherna negra;Eviscerado fresco
Caribe;Peces;PezOseo;Mycteroperca tigris;Cherna gato;Eviscerado fresco
Caribe;Peces;PezOseo;Myripristis jacobus;Carajuelo manchado;Entero
Caribe;Peces;PezOseo;Myripristis jacobus;Carajuelo manchado;Entero enhielado
Caribe;Peces;PezOseo;Myripristis jacobus;Carajuelo manchado;Entero fresco
Caribe;Peces;PezOseo;Myripristis jacobus;Carajuelo manchado;Eviscerado
Caribe;Peces;PezOseo;Myripristis jacobus;Carajuelo manchado;Eviscerado fresco
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Entero
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Entero enhielado
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Entero fresco
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Eviscerado
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Eviscerado con gónada
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Eviscerado enhielado
Caribe;Peces;PezOseo;Nebris microps;Corvina ojo chico;Eviscerado fresco
Caribe;Peces;PezOseo;Nicholsina usta;Loro jabonero;Entero fresco
Caribe;Peces;PezOseo;Notarius bonillai;Bagre de rio;Eviscerado fresco
Caribe;Peces;PezOseo;Notarius grandicassis;Chivo longorio, Cobre;Entero enhielado
Caribe;Peces;PezOseo;Notarius grandicassis;Chivo longorio, Cobre;Entero fresco
Caribe;Peces;PezOseo;Notarius grandicassis;Chivo longorio, Cobre;Eviscerado enhielado
Caribe;Peces;PezOseo;Notarius grandicassis;Chivo longorio, Cobre;Eviscerado fresco
Caribe;Peces;PezOseo;Notarius neogranatensi;Bagre mojiono;Entero enhielado
Caribe;Peces;PezOseo;Notarius neogranatensi;Bagre mojiono;Entero fresco
Caribe;Peces;PezOseo;Notarius neogranatensi;Bagre mojiono;Eviscerado enhielado
Caribe;Peces;PezOseo;Notarius neogranatensi;Bagre mojiono;Eviscerado fresco
Caribe;Moluscos;Pulpos/Calamares;Octopus sp.;Pulpo;Entero fresco
Caribe;Moluscos;Pulpos/Calamares;Octopus vulgaris;Pulpo;Entero enhielado
Caribe;Moluscos;Pulpos/Calamares;Octopus vulgaris;Pulpo;Entero fresco
Caribe;Moluscos;Pulpos/Calamares;Octopus vulgaris;Pulpo;Eviscerado enhielado
Caribe;Moluscos;Pulpos/Calamares;Octopus vulgaris;Pulpo;Eviscerado fresco
Caribe;Peces;PezOseo;Ocyurus chrysurus;Pargo rubia, Rubia;Entero enhielado
Caribe;Peces;PezOseo;Ocyurus chrysurus;Pargo rubia, Rubia;Entero fresco
Caribe;Peces;PezOseo;Ocyurus chrysurus;Pargo rubia, Rubia;Eviscerado
Caribe;Peces;PezOseo;Ocyurus chrysurus;Pargo rubia, Rubia;Eviscerado enhielado
Caribe;Peces;PezOseo;Ocyurus chrysurus;Pargo rubia, Rubia;Eviscerado fresco
Caribe;Peces;PezOseo;Oligoplites palometa;Meona, Palometa;Entero enhielado
Caribe;Peces;PezOseo;Oligoplites palometa;Meona, Palometa;Eviscerado
Caribe;Peces;PezOseo;Oligoplites palometa;Meona, Palometa;Eviscerado enhielado
Caribe;Peces;PezOseo;Oligoplites saliens;Meona caspin, Siete cuero;Entero enhielado
Caribe;Peces;PezOseo;Oligoplites saliens;Meona caspin, Siete cuero;Entero fresco
Caribe;Peces;PezOseo;Oligoplites saliens;Meona caspin, Siete cuero;Eviscerado
Caribe;Peces;PezOseo;Oligoplites saurus;Meona, Siete cuero;Entero enhielado
Caribe;Peces;PezOseo;Oligoplites saurus;Meona, Siete cuero;Entero fresco
Caribe;Peces;PezOseo;Oligoplites saurus;Meona, Siete cuero;Eviscerado fresco
Caribe;Peces;PezOseo;Opisthonema oglinum;Machuelo, Chopa;Entero enhielado
Caribe;Peces;PezOseo;Opisthonema oglinum;Machuelo, Chopa;Entero fresco
Caribe;Peces;PezOseo;Opisthonema oglinum;Machuelo, Chopa;Eviscerado fresco
Caribe;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Entero enhielado
Caribe;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Entero fresco
Caribe;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Eviscerado enhielado
Caribe;Peces;PezOseo;Orthopristis ruber;Garrapetero;Entero enhielado
Caribe;Peces;PezOseo;Orthopristis ruber;Garrapetero;Entero fresco
Caribe;Peces;PezOseo;Orthopristis ruber;Garrapetero;Eviscerado enhielado
Caribe;Peces;PezOseo;Otros menudo;Otros menudo;Entero enhielado
