SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat_Hist;Cuartil_sup_Precio_Esp_Cat_Hist
Orpua_Diapterus brevirostris_Revuelto;10000;13600
Orpua_Centropomus armatus_Revuelto;16000;16000
Villa Fátima_Euthynnus alletteratus_Pequeño;3964;5000
Villa Fátima_Opisthonema oglinum_Revuelto;990;1000
Puerto Amor_Megaleporinus muyscorum_Revuelto;1928;4477
San Antonio de Padua_Caquetaia kraussii_Revuelto;1613;2001
San Antonio de Padua_Kronoheros umbrifer_Revuelto;10000;10000
San Antonio de Padua_Rhamdia guatemalensis_Revuelto;1583;2000
San Antonio de Padua_Ageneiosus pardalis_Revuelto;10000;10000
San Antonio de Padua_Sternopygus aequilabiatus_Revuelto;1601;2018
Villa Fátima_Chaetodipterus faber_Revuelto;1995;2000
Villa Fátima_Balistes capriscus_Revuelto;2896;3000
Villa Fátima_Haemulon plumieri_Revuelto;2993;5000
Puerto Amor_Cyphocharax magdalenae_Revuelto;1945;3524
Punta de blanco_Cyphocharax magdalenae_Revuelto;770;1111
Orpua_Lutjanus argentiventris_Mediano;16000;16000
Puerto Bello_Hoplias malabaricus_Revuelto;2000;2000
Punta de blanco_Caquetaia kraussii_Revuelto;307;797
Sicará_Centropomus undecimalis_Pequeño;10328;16000
Puerto Amor_Colossoma macropomum_Pequeño;3822;6681
Punta de blanco_Plagioscion magdalenae_Pequeño;5949;6994
Punta de blanco_Prochilodus magdalenae_Pequeño;4810;6200
Punta de blanco_Prochilodus magdalenae_Mediano;5185;7461
Punta de blanco_Hoplias malabaricus_Revuelto;851;1573
Punta de blanco_Oreochromis niloticus_Pequeño;5966;7000
Puerto Bello_Megaleporinus muyscorum_Mediano;2000;2000
Barrio La Unión_Centropomus undecimalis_Revuelto;4918;7979
Barrio La Unión_Larimus breviceps_Revuelto;2901;3014
Barrio La Unión_Cathorops mapale_Revuelto;1979;3000
Barrio La Unión_Umbrina coroides_Revuelto;1968;3940
Punta de blanco_Pseudoplatystoma magdaleniatum_Grande;5953;7004
Candelaria (Achí)_Trichopodus pectoralis_Revuelto;1283;2617
Barrio La Unión_Conodon nobilis_Pequeño;3902;6088
Punta de blanco_Plagioscion magdalenae_Grande;5978;6034
Punta de blanco_Sorubim cuspicaudus_Grande;5957;6947
Punta Bonita_Scomberomorus sierra_Revuelto;12000;16000
Punta Bonita_Selene brevoortii_Revuelto;6000;7275
Punta Bonita_Parapsettus panamensis_Revuelto;7000;7000
Mapiripán_Brycon amazonicus_Revuelto;4000;8000
Punta Bonita_Tylosurus fodiator_Revuelto;4575;7000
Barrio La Unión_Melongena melongena_Revuelto;20000;24000
Punta Bonita_Bagre pinnimaculatus_Grande;9000;9500
Punta Bonita_Epinephelus quinquefasciatus_Mediano;17000;22000
Mercado (Lorica)_Mugil incilis_Mediano;2373;4164
Mercado (Lorica)_Oreochromis niloticus_Pequeño;3704;6724
La Isla de los Palacios_Caquetaia kraussii_Revuelto;1136;1798
Puerto de las Canoas (Puerto Berrío)_Sorubim cuspicaudus_Revuelto;10000;16000
Puerto de las Canoas (Puerto Berrío)_Cynopotamus magdalenae_Revuelto;1005;1716
Puerto de las Canoas (Puerto Berrío)_Curimata mivartii_Revuelto;1079;2354
Puerto de las Canoas (Puerto Berrío)_Pimelodus grosskopfii_Grande;8000;15050
Punta Bonita_Aluterus monoceros_Mediano;8000;8000
Punta Bonita_Scomberomorus sierra_Grande;13100;16000
Punta Bonita_Lutjanus guttatus_Revuelto;13250;17500
Punta Bonita_Caranx vinctus_Revuelto;7000;7000
Punta Bonita_Thunnus albacares_Grande;4000;7000
Bazurto_Haemulon bonariense_Mediano;7953;9000
Punta Bonita_Oligoplites refulgens_Revuelto;5000;6000
Punta Bonita_Tylosurus fodiator_Grande;4500;6923
Bazurto_Tylosurus crocodilus_Grande;7932;9619
Bazurto_Caranx hippos_Mediano;11163;13000
Bazurto_Haemulon plumieri_Mediano;7884;10000
Bazurto_Mycteroperca rubra_Mediano;25000;25000
Bazurto_Lutjanus synagris_Pequeño;13632;16100
Barrio La Unión_Auxis thazard_Revuelto;7333;8000
Puerto Barrio El Progreso_Sorubim cuspicaudus_Revuelto;9428;13018
Punta Bonita_Sphyraena ensis_Revuelto;6923;7500
Pizarro_Bagre panamensis_Revuelto;2000;4000
Pizarro_Peprilus snyderi_Grande;8000;8000
Pizarro_Selene peruviana_Pequeño;3000;5000
Pizarro_Achirus klunzingeri_Pequeño;3000;5400
Pizarro_Notarius troschelii_Revuelto;5000;7000
Bazurto_Bagre filamentosus_Mediano;8000;8000
Bazurto_Bagre filamentosus_Grande;10000;10000
Puerto Barrio El Progreso_Ageneiosus pardalis_Revuelto;8900;15097
Puerto Barrio El Progreso_Pseudoplatystoma magdaleniatum_Revuelto;9000;15000
Mercado (Lorica)_Caquetaia kraussii_Revuelto;2513;4913
Bazurto_Centropomus undecimalis_Mediano;14073;18000
Pizarro_Lobotes pacifica_Grande;7000;7991
Puerto Barrio El Progreso_Triportheus magdalenae_Revuelto;3000;4000
Punta Bonita_Cynoscion albus_Grande;18000;22000
Bahía de Santa Marta_Auxis thazard_Grande;6152;8516
Punta Bonita_Bagre pinnimaculatus_Revuelto;8000;9500
Pizarro_Lobotes pacifica_Revuelto;7000;8000
Puerto Asure_Hoplias malabaricus_Revuelto;2480;3555
Bazurto_Scomberomorus regalis_Grande;18367;23000
Puerto Asure_Megaleporinus muyscorum_Revuelto;2494;3523
Puerto Asure_Pseudoplatystoma magdaleniatum_Pequeño;6000;9000
Bazurto_Caranx hippos_Pequeño;6740;12250
Bazurto_Chloroscombrus chrysurus_Pequeño;4967;7347
Locadía_Trichiurus lepturus_Pequeño;2226;4980
Bazurto_Sphyraena barracuda_Mediano;11282;15000
Locadía_Elops smithi_Pequeño;7487;9500
Locadía_Elops smithi_Revuelto;10000;13968
Locadía_Centropomus pectinatus_Revuelto;10000;11976
Bahía de Santa Marta_Auxis thazard_Mediano;5569;10806
Locadía_Centropomus undecimalis_Grande;17319;19600
Locadía_Caranx hippos_Mediano;10000;13037
Candelaria (Achí)_Prochilodus magdalenae_Grande;8065;10000
Candelaria (Achí)_Hoplias malabaricus_Revuelto;2333;3411
Bahía de Santa Marta_Coryphaena hippurus_Mediano;10420;16367
Bahía de Santa Marta_Caranx bartholomaei_Mediano;14925;14925
La Chamba_Prochilodus magdalenae_Revuelto;10000;10000
Las Delicias_Mugil curema_Mediano;5000;6700
Cooperativas - Pueblo Nuevo_Lutjanus guttatus_Pescado especial;28000;28000
Cooperativas - Pueblo Nuevo_Lutjanus guttatus_Pequeño;13000;13000
Cooperativas - Pueblo Nuevo_Scomberomorus sierra_Pequeño;6500;7500
Cooperativas - Pueblo Nuevo_Scomberomorus sierra_Grande;14000;14000
Cooperativas - Pueblo Nuevo_Cyclopsetta querna_Revuelto;5000;5000
Cooperativas - Pueblo Nuevo_Cynoponticus coniceps_Pequeño;3000;3500
Pesqueras - Pueblo Nuevo_Hyporthodus acanthistius_Grande;13000;14000
Pesqueras - Pueblo Nuevo_Hyporthodus acanthistius_Pequeño;5500;6000
Pesqueras - Pueblo Nuevo_Brotula clarkae_Pequeño;10000;10000
Pesqueras - Pueblo Nuevo_Brotula clarkae_Grande;20000;2,00E+07
Manaure Abajo_Lutjanus purpureus_Grande;12500;17000
Manaure Abajo_Epinephelus itajara_Grande;12000;17350
Isla Fuerte_Lutjanus purpureus_Mediano;22915;27400
Santa Rosa_Mugil liza_Revuelto;7565;7916
Santa Rosa_Archosargus rhomboidalis_Revuelto;7500;8000
Camarones_Scomberomorus cavalla_Mediano;20000;24000
Santa Rosa_Lachnolaimus maximus_Mediano;7084;8000
Puerto Arriba (Dibulla)_Sciades proops_Grande;5802;8122
Puerto Arriba (Dibulla)_Lobotes surinamensis_Grande;4978;6000
Puerto Arriba (Dibulla)_Trichiurus lepturus_Mediano;2904;4000
Puerto Arriba (Dibulla)_Mugil curema_Mediano;6884;10000
Puerto Arriba (Dibulla)_Cathorops wayuu_Revuelto;1468;2000
San Alejandro_Prochilodus magdalenae_Revuelto;772;1998
San Alejandro_Hoplias malabaricus_Revuelto;796;2000
Puerto Arriba (Dibulla)_Panulirus argus_Mediano;31818;40000
San Alejandro_Ageneiosus pardalis_Revuelto;13000;20000
Puerto Arriba (Dibulla)_Balistes capriscus_Revuelto;2387;2500
Puerto Arriba (Dibulla)_Orthopristis ruber_Revuelto;1000;2000
Puerto Arriba (Dibulla)_Acanthurus bahianus_Revuelto;1463;2000
Puerto Arriba (Dibulla)_Lutjanus analis_Mediano;17500;24000
Puerto Arriba (Dibulla)_Calamus penna_Mediano;5989;8000
Barrio Arriba - Barbosa (Magangué)_Oreochromis niloticus_Pequeño;3375;3892
Popoya Playa_Caranx hippos_Mediano;5714;8000
Popoya Playa_Trachinotus carolinus_Mediano;5958;7891
Popoya Playa_Scarus coeruleus_Mediano;3571;5000
Popoya Playa_Pseudupeneus maculatus_Mediano;4286;5800
Popoya Playa_Lutjanus analis_Grande;13917;20600
Mayapo_Seriola zonata_Mediano;5859;7750
Mayapo_Caranx crysos_Revuelto;5000;11926
Mayapo_Lutjanus analis_Mediano;14826;19710
Mayapo_Trachinotus carolinus_Pequeño;7000;7000
La T_Haemulon aurolineatum_Pequeño;2500;3000
La T_Calamus penna_Pequeño;8000;10500
La T_Lachnolaimus maximus_Revuelto;8000;8800
La T_Balistes capriscus_Revuelto;4000;4000
La T_Lutjanus griseus_Mediano;10000;12000
La T_Lutjanus synagris_Mediano;17000;20000
La T_Lutjanus synagris_Grande;20000;22000
La T_Euthynnus alletteratus_Pequeño;4000;5000
La T_Haemulon plumieri_Pequeño;5050;5950
Piedras Blancas_Panulirus argus_Grande;30000;35000
El Muelle (Puerto López)_Hydrolycus armatus_Revuelto;6000;9000
El Muelle (Puerto López)_Pinirampus pirinampu_Revuelto;10375;14000
El Muelle (Puerto López)_Sorubim lima_Revuelto;8000;9000
El Muelle (Puerto López)_Zungaro zungaro_Revuelto;14000;18000
Piedras Blancas_Lachnolaimus maximus_Revuelto;6923;7000
Las Balsas_Pinirampus pirinampu_Revuelto;12000;14000
Candelaria (Chimichagua)_Pimelodus yuma_Revuelto;5000;6007
Candelaria (Chimichagua)_Cyphocharax magdalenae_Revuelto;1000;1002
Candelaria (Chimichagua)_Prochilodus magdalenae_Pequeño;2000;6000
Candelaria (Chimichagua)_Plagioscion magdalenae_Revuelto;1600;2000
Candelaria (Chimichagua)_Oreochromis niloticus_Grande;4800;8000
Providencia o Caimancito_Prochilodus magdalenae_Grande;6563;11300
Providencia o Caimancito_Prochilodus magdalenae_Mediano;3385;7500
Providencia o Caimancito_Hoplias malabaricus_Revuelto;1220;2286
Providencia o Caimancito_Trichopodus pectoralis_Revuelto;741;1258
Providencia o Caimancito_Caquetaia kraussii_Revuelto;827;1818
Providencia o Caimancito_Triportheus magdalenae_Revuelto;1538;1881
Providencia o Caimancito_Cyphocharax magdalenae_Revuelto;1111;1667
Cabo Marzo_Thunnus albacares_Grande;6000;10400
Cabo Marzo_Lutjanus peru_Mediano;15000;16000
Cabo Marzo_Lutjanus peru_Platero (para pargos);20000;22000
Cabo Marzo_Elagatis bipinnulata_Pequeño;10000;10000
Cabo Marzo_Seriola rivoliana_Grande;15000;16000
Cabo Marzo_Seriola peruana_Grande;10000;10000
La Punta_Centropomus undecimalis_Pequeño;7143;10000
La Punta_Trichiurus lepturus_Pequeño;2733;4473
La Punta_Mugil incilis_Pequeño;1840;2882
La Punta_Centropomus undecimalis_Grande;18696;22000
Playa Blanca (Ayapel)_Pseudoplatystoma magdaleniatum_Grande;5949;6051
Playa Blanca (Ayapel)_Oreochromis niloticus_Grande;5929;6077
Playa Blanca (Ayapel)_Oreochromis niloticus_Pequeño;2896;3069
Rincón del Mar_Lobatus gigas_Varios tamaños;11475;16876
Manaure Centro_Caranx crysos_Pequeño;4250;6000
Rincón del Mar_Octopus vulgaris_Varios tamaños;26401;30092
Rincón del Mar_Maguimithrax spinosissimus_Varios tamaños;15385;20000
Rincón del Mar_Sphyraena barracuda_Pequeño;17547;20105
Playa Blanca (Ayapel)_Plagioscion magdalenae_Pequeño;2889;3062
Milagros de la Mar_Notarius troschelii_Revuelto;5000;6000
Milagros de la Mar_Selar crumenophthalmus_Revuelto;2650;4900
Milagros de la Mar_Tylosurus fodiator_Revuelto;2250;2500
Milagros de la Mar_Scomberomorus sierra_Revuelto;3000;11500
Candelaria (Chimichagua)_Prochilodus magdalenae_Mediano;3000;8000
Candelaria (Chimichagua)_Hoplias malabaricus_Revuelto;1600;1780
La Casa del Pescador_Lutjanus guttatus_Platero (para pargos);24600;28000
La Casa del Pescador_Lutjanus guttatus_Mediano;20000;22000
La Casa del Pescador_Lutjanus guttatus_Pequeño;10000;11000
La Casa del Pescador_Mugil cephalus_Grande;7000;7000
Candelaria (Chimichagua)_Caquetaia kraussii_Revuelto;1000;1013
Rincón del Mar_Lutjanus purpureus_Varios tamaños;19107;20044
Rincón del Mar_Sphyraena barracuda_Varios tamaños;17630;20012
Candelaria (Chimichagua)_Plagioscion magdalenae_Mediano;2000;2000
Rincón del Mar_Holocentrus adscensionis_Varios tamaños;9346;9346
Candelaria (Chimichagua)_Hoplias malabaricus_Mediano;2000;2000
Puerto Colorado_Salminus affinis_Grande;5046;5046
Taganga_Thunnus alalunga_Pequeño;9509;14273
Marralú_Pseudoplatystoma magdaleniatum_Pequeño;2993;4000
La Casa del Pescador_Aluterus monoceros_Grande;8000;8000
Candelaria (Chimichagua)_Prochilodus magdalenae_Grande;10000;10000
Taganga_Thunnus alalunga_Mediano;9976;16000
Bazurto_Scomberomorus regalis_Mediano;15000;19921
Bazurto_Cathorops mapale_Mediano;6705;8000
Candelaria (Chimichagua)_Plagioscion magdalenae_Grande;4000;10000
Bazurto_Lutjanus synagris_Revuelto;17942;17997
Bazurto_Caranx crysos_Grande;10193;16895
Bazurto_Caranx latus_Grande;12914;14000
Bazurto_Kyphosus vaigiens_Grande;4584;6729
Candelaria (Chimichagua)_Sorubim cuspicaudus_Grande;10000;10000
Puerto Colorado_Prochilodus magdalenae_Grande;8904;11772
Puerto Colorado_Megaleporinus muyscorum_Revuelto;3037;7054
Casco urbano Roma_Caquetaia kraussii_Revuelto;1420;2266
Candelaria (Chimichagua)_Megaleporinus muyscorum_Revuelto;1600;1611
Playa Pescadores - Capurganá_Lutjanus synagris_Pequeño;26000;26000
Playa Pescadores - Capurganá_Ocyurus chrysurus_Pequeño;26000;26000
Piedras Blancas_Octopus vulgaris_Revuelto;14667;15000
Isla Fuerte_Thunnus alalunga_Revuelto;8922;11915
Tapegua_Pseudoplatystoma magdaleniatum_Revuelto;3994;6773
Taganga_Octopus vulgaris_Mediano;34774;35000
Bazurto_Elops smithi_Pequeño;4909;7136
Bazurto_Caranx hippos_Revuelto;12046;12871
Bazurto_Mugil liza_Grande;9087;12000
Codis_Caranx latus_Mediano;9346;10000
Codis_Elops smithi_Pequeño;5947;8373
Codis_Trichiurus lepturus_Mediano;8468;9995
Codis_Megalops atlanticus_Grande;13557;18915
Codis_Scomberomorus regalis_Grande;19253;20000
Codis_Centropomus undecimalis_Pequeño;9000;9000
Guineal_Haemulopsis leuciscus_Revuelto;2944;6000
Guineal_Diapterus brevirostris_Varios tamaños;6000;6000
Playa Blanca (Ayapel)_Sorubim cuspicaudus_Grande;5962;6035
Casco Urbano (San Juan de Urabá)_Scomberomorus brasiliensis_Revuelto;17752;22000
Casco Urbano (San Juan de Urabá)_Conodon nobilis_Pequeño;9875;14550
Casco Urbano (San Juan de Urabá)_Bagre filamentosus_Pequeño;8992;13467
Casco Urbano (San Juan de Urabá)_Cynoscion virescens_Mediano;19785;21330
Casco Urbano (San Juan de Urabá)_Caranx hippos_Grande;10479;14543
Casco Urbano (San Juan de Urabá)_Caranx crysos_Pequeño;9950;14000
Tapegua_Pimelodus yuma_Revuelto;4571;7456
Guineal_Lutjanus jordani_Revuelto;7300;10700
Tapegua_Caquetaia kraussii_Revuelto;510;1597
Taganga_Elops smithi_Pequeño;4971;9200
Taganga_Lutjanus synagris_Pequeño;10000;24000
Codis_Sphyraena guachancho_Mediano;9291;10000
Playa Blanca (Ayapel)_Cyphocharax magdalenae_Revuelto;2069;3167
Champaché_Elops smithi_Mediano;7273;8732
Champaché_Caranx crysos_Pequeño;4100;5000
Docordó_Lutjanus peru_Mediano;13958;16000
Docordó_Epinephelus quinquefasciatus_Grande;11250;12000
Docordó_Bagre panamensis_Grande;6000;16000
Codis_Trichiurus lepturus_Grande;10046;11984
Docordó_Centropomus armatus_Pequeño;13000;16000
Docordó_Bagre pinnimaculatus_Pequeño;7800;9000
Orpua_Lutjanus argentiventris_Pequeño;16000;16000
Docordó_Brotula clarkae_Mediano;21000;21000
Orpua_Sciades dowii_Mediano;7000;12100
Carrizal_Archosargus rhomboidalis_Revuelto;5000;5000
Barrio Santa Lucía_Bagre filamentosus_Mediano;8000;10000
Carrizal_Lutjanus analis_Revuelto;7000;7000
Carrizal_Lutjanus synagris_Mediano;12000;12000
Barrio Santa Lucía_Rachycentron canadum_Mediano;13915;15000
Barrio Santa Lucía_Panulirus argus_Mediano;30049;35000
Pomeño_Oligoplites altus_Pequeño;8100;9900
Puerto Bello_Oreochromis niloticus_Revuelto;3000;5000
Puerto Bello_Megaleporinus muyscorum_Revuelto;2000;2000
Pomeño_Lutjanus jordani_Pequeño;14000;14000
Pomeño_Ariopsis seemanni_Revuelto;8000;10000
Bocanegra_Panulirus argus_Pequeño;28469;33188
Barrio Santa Lucía_Panulirus argus_Grande;35000;35000
Barrio Santa Lucía_Bairdiella ronchus_Mediano;15429;20000
Puerto La Candelaria_Megaleporinus muyscorum_Revuelto;890;3498
Jodedor_Centropomus undecimalis_Grande;21931;21931
Damaquiel_Scomberomorus cavalla_Mediano;18000;20450
Jodedor_Panulirus argus_Revuelto;35977;49943
Playa Necoclí_Cynoscion spp._Revuelto;11764;14867
Bocanegra_Megalops atlanticus_Pequeño;4758;9917
Bocanegra_Chaetodipterus faber_Mediano;9182;10000
Bocanegra_Eugerres plumieri_Revuelto;6036;10944
Bocanegra_Mugil incilis_Revuelto;5878;7833
El Puerto (Tumaco)_Scomberomorus sierra_Grande;10000;13000
El Puerto (Tumaco)_Oligoplites altus_Grande;2000;2000
El Puerto (Tumaco)_Caranx caballus_Grande;4350;8000
El Puerto (Tumaco)_Scomberomorus sierra_Pequeño;2322;3000
El Puerto (Tumaco)_Scomberomorus sierra_Mediano;6000;7644
El Puerto (Tumaco)_Lutjanus guttatus_Mediano;14000;19008
El Puerto (Tumaco)_Lutjanus guttatus_Pequeño;6698;12000
El Puerto (Tumaco)_Cynoscion phoxocephalus_Grande;14912;16000
El Puerto (Tumaco)_Otros menudo_Pequeño;2452;3000
El Puerto (Tumaco)_Euthynnus lineatus_Grande;2000;3848
El Puerto (Tumaco)_Ablennes hians_Grande;2000;3000
Playa Necoclí_Scomberomorus brasiliensis_Revuelto;18000;22000
Playa Necoclí_Chloroscombrus chrysurus_Revuelto;945;3000
Playa Necoclí_Oligoplites saliens_Revuelto;870;3600
Dotenedó_Anadara similis_Revuelto;14000;14000
Playa Necoclí_Cynoscion virescens_Mediano;18000;21943
Playa Necoclí_Centropomus undecimalis_Mediano;24937;27000
Arquimedes_Sphyraena guachancho_Pequeño;6667;6667
Tribugá_Brycon meeki_Mediano;14000;14000
Honda_Piaractus brachypomus_Revuelto;14000;16850
Tribugá_Rhencus panamensis_Mediano;14000;14000
Tribugá_Lutjanus novemfasciatus_Mediano;16000;16000
Tribugá_Centropomus medius_Pequeño;16000;16000
Tribugá_Lutjanus argentiventris_Mediano;16000;16000
Arquimedes_Lutjanus synagris_Pequeño;8000;12000
Santa Clara_Pseudoplatystoma magdaleniatum_Grande;6000;11000
Bocanegra_Cynoscion virescens_Mediano;11394;13255
Bocanegra_Conodon nobilis_Revuelto;6969;8147
Tribugá_Lutjanus peru_Grande;16000;16000
Guineal_Bairdiella ensifera_Mediano;10000;12600
Santa Clara_Pseudoplatystoma magdaleniatum_Pequeño;3500;7000
Concepción - Tacamocho_Oreochromis niloticus_Grande;5992;7000
Bocanegra_Panulirus argus_Revuelto;30189;32219
Clarinetero_Phractocephalus hemioliopterus_Grande;4000;7000
El Valle_Euthynnus lineatus_Varios tamaños;5000;12500
El Valle_Scomberomorus sierra_Varios tamaños;6950;14000
Bazán La Bocana_Sciades dowii_Grande;8495;9175
Rincón_Hoplias malabaricus_Mediano;2539;3647
Barrio Arriba - Barbosa (Magangué)_Pseudoplatystoma magdaleniatum_Pequeño;2068;4009
Clarinetero_Leiarius marmoratus_Varios tamaños;2643;5000
Clarinetero_Pseudoplatystoma metaense_Mediano;8000;10550
Puerto Panseguita_Prochilodus magdalenae_Mediano;4662;9000
Concepción - Tacamocho_Pimelodus grosskopfii_Revuelto;1572;1982
Concepción - Tacamocho_Prochilodus magdalenae_Pequeño;2253;5000
Puerto Panseguita_Ageneiosus pardalis_Grande;6000;10000
Puerto Colorado_Ageneiosus pardalis_Grande;5986;14034
Puerto Panseguita_Sorubim cuspicaudus_Revuelto;5000;5800
Cangrejito_Sphyraena guachancho_Mediano;4667;5000
Cangrejito_Trichiurus lepturus_Mediano;2000;2000
Cangrejito_Larimus breviceps_Mediano;2000;2500
Cangrejito_Caranx crysos_Mediano;6471;7250
Desembarcadero (Juradó)_Lutjanus peru_Revuelto;20000;20000
Desembarcadero (Juradó)_Centropomus armatus_Pequeño;18000;18000
Desembarcadero (Juradó)_Mugil cephalus_Mediano;18000;18000
La Chamba_Pimelodus grosskopfii_Revuelto;10000;10000
Las Delicias_Scomberomorus brasiliensis_Grande;10400;14000
Mercado (Lorica)_Sorubim cuspicaudus_Revuelto;3185;7122
Desembarcadero (Juradó)_Peprilus spp._Revuelto;18000;18000
Desembarcadero (Juradó)_Lutjanus guttatus_Revuelto;20000;20000
Desembarcadero (Juradó)_Centropomus armatus_Revuelto;18000;18000
Desembarcadero (Juradó)_Umbrina xanti_Revuelto;18000;18182
Cangrejito_Caranx hippos_Mediano;6464;7000
Concepción - Tacamocho_Hoplias malabaricus_Revuelto;1959;2850
Sivirú_Caranx caninus_Revuelto;8800;12000
Plaza de mercado (La Dorada)_Pseudoplatystoma magdaleniatum_Revuelto;20000;21757
Plaza de mercado (La Dorada)_Brycon moorei_Revuelto;14996;22300
Las Delicias_Bagre filamentosus_Grande;4000;5000
Cangrejito_Opisthonema oglinum_Mediano;800;1000
Sivirú_Notarius troschelii_Mediano;12000;12000
Sivirú_Haemulopsis leuciscus_Revuelto;10000;12000
Cangrejito_Elops smithi_Mediano;2000;3937
Sivirú_Brycon meeki_Pequeño;10000;11800
Sivirú_Diapterus brevirostris_Pequeño;10500;12000
Sivirú_Lutjanus novemfasciatus_Pequeño;10000;14000
Tasajera La Playa_Panulirus argus_Mediano;40000;45000
Puerto Panseguita_Sorubim cuspicaudus_Grande;5000;8000
