Cuenca/Litoral;Grupo de especie;Formato;Especie;Nombre venacular;Categoría comercial
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Pequeño
Atrato;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Mediano
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Pequeño
Atrato;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Revuelto
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Grande
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Mediano
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Pequeño
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Revuelto
Atrato;Peces;PezOseo;Ctenolucius beani;Agujeta;Varios tamaños
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Grande
Atrato;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Pequeño
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Grande
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Mediano
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Pequeño
Atrato;Peces;PezOseo;Cynopotamus atratoensis;Boquiancha;Revuelto
Atrato;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Revuelto
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Grande
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Mediano
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Pequeño
Atrato;Peces;PezOseo;Dasyloricaria latuira;Guacuco;Revuelto
Atrato;Peces;PezOseo;Epinephelus itajara;Mero guasa;Pequeño
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Grande
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Mediano
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Pequeño
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Revuelto
Atrato;Peces;PezOseo;Geophagus pellegrini;Mojarra copetona;Varios tamaños
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Mediano
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Pequeño
Atrato;Peces;PezOseo;Gilbertolus atratoensis;Arenca del Atrato;Revuelto
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Extragrande
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Grande
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Mediano
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Pequeño
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto
Atrato;Peces;PezOseo;Hoplias malabaricus;Moncholo;Varios tamaños
Atrato;Peces;PezOseo;Hypostomus holostictus;Guacuco;Pequeño
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Mediano
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Pequeño
Atrato;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Revuelto
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Grande
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Mediano
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Pequeño
Atrato;Peces;PezOseo;Hypostomus wilsoni;Guacuco;Revuelto
Atrato;Peces;PezOseo;Joturus pichardi;Besote;Mediano
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Extragrande
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Grande
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Mediano
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Pequeño
Atrato;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Revuelto
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Grande
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Mediano
Atrato;Peces;PezOseo;Leporinus striatus;Rollizo rayado;Revuelto
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Extragrande
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Grande
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Mediano
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Pequeño
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Revuelto
Atrato;Peces;PezOseo;Megaleporinus muyscorum;Moino;Varios tamaños
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Extragrande
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Grande
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Mediano
Atrato;Peces;PezOseo;Megalops atlanticus;Sábalo;Revuelto
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Mediano
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Pequeño
Atrato;Peces;PezOseo;Mesoheros atromaculatus;Pochoa;Varios tamaños
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Grande
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Mediano
Atrato;Peces;PezOseo;Mugil incilis;Lisa rayada;Revuelto
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Extragrande
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Grande
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Mediano
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Pequeño
Atrato;Peces;PezOseo;Notarius bonillai;Bagre de rio;Revuelto
Atrato;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Revuelto
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Grande
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Mediano
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Pequeño
Atrato;Peces;PezOseo;Pimelodus punctatus;Charre;Revuelto
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Grande
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Mediano
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Pequeño
Atrato;Peces;PezOseo;Pimelodus sp. 2;Gunguma;Revuelto
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Extragrande
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Grande
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Mediano
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Pequeño
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Revuelto
Atrato;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Varios tamaños
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Mediano
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Pequeño
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Revuelto
Atrato;Peces;PezOseo;Pseudocurimata lineopunctata;Jojorro;Varios tamaños
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Grande
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Mediano
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Pequeño
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Revuelto
Atrato;Peces;PezOseo;Pseudopimelodus sp. 1;Bagre sapo;Varios tamaños
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Extragrande
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Grande
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Mediano
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Pequeño
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Revuelto
Atrato;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Varios tamaños
Atrato;Peces;PezOseo;Rhonciscus crocro;Comegrano;Pequeño
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Pequeño
Atrato;Peces;PezOseo;Sciades proops;Chivo mozo;Revuelto
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Grande
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Mediano
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Pequeño
Atrato;Peces;PezOseo;Spatuloricaria atratoensis;Guacuco palo;Revuelto
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Extragrande
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Grande
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Mediano
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Pequeño
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Revuelto
Atrato;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Varios tamaños
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Grande
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Mediano
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Pequeño
Atrato;Peces;PezOseo;Sturisomatichthys panamensis;Palito pitero, Alcalde chuzo, Raspacanoa, Policía;Revuelto
Atrato;Peces;PezOseo;Trachelyopterus fisheri;Perico;Mediano
Magdalena;Peces;PezOseo;Abramites eques;Abramites del Magdalena;Pequeño
Magdalena;Peces;PezOseo;Abramites eques;Abramites del Magdalena;Revuelto
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Grande
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Mediano
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pequeño
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pescado especial
Magdalena;Peces;PezOseo;Ageneiosus pardalis;Doncella;Revuelto
Magdalena;Peces;PezOseo;Andinoacara latifrons;Mojarra azulera, Cabeza de piedra;Pequeño
Magdalena;Peces;PezOseo;Andinoacara latifrons;Mojarra azulera, Cabeza de piedra;Revuelto
Magdalena;Peces;PezOseo;Apteronotus mariae;Pejechucho;Pequeño
Magdalena;Peces;PezOseo;Astronotus ocellatus;Oscar;Revuelto
Magdalena;Peces;PezOseo;Brycon amazonicus;Sábalo;Revuelto
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Grande
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Mediano
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Pequeño
Magdalena;Peces;PezOseo;Brycon moorei;Dorada;Revuelto
Magdalena;Peces;PezOseo;Brycon rubricauda;Sábalo;Grande
Magdalena;Peces;PezOseo;Brycon rubricauda;Sábalo;Pequeño
Magdalena;Peces;PezOseo;Brycon rubricauda;Sábalo;Revuelto
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Grande
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Mediano
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Pequeño
Magdalena;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Revuelto
Magdalena;Peces;PezOseo;Centrochir crocodili;Mata caimán;Grande
Magdalena;Peces;PezOseo;Centrochir crocodili;Mata caimán;Mediano
Magdalena;Peces;PezOseo;Centrochir crocodili;Mata caimán;Pequeño
Magdalena;Peces;PezOseo;Centrochir crocodili;Mata caimán;Revuelto
Magdalena;Peces;PezOseo;Centropomus undecimalis;Róbalo;Grande
Magdalena;Peces;PezOseo;Centropomus undecimalis;Róbalo;Mediano
Magdalena;Peces;PezOseo;Centropomus undecimalis;Róbalo;Pequeño
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Mediano
Magdalena;Peces;PezOseo;Chaetostoma brevilabiatum;Cucha jetona;Revuelto
Magdalena;Peces;PezOseo;Chaetostoma milesi;Cucha pecosa;Revuelto
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Extragrande
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Grande
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Mediano
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Pequeño
Magdalena;Peces;PezOseo;Colossoma macropomum;Cachama negra;Revuelto
Magdalena;Peces;PezOseo;Coptodon rendalli;Buchona;Revuelto
Magdalena;Peces;PezOseo;Crossoloricaria variegata;Zapatero sp;Revuelto
Magdalena;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Mediano
Magdalena;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Pequeño
Magdalena;Peces;PezOseo;Ctenolucius hujeta;Agujeta;Revuelto
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Grande
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Mediano
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Pequeño
Magdalena;Peces;PezOseo;Curimata mivartii;Vizcaína;Revuelto
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Grande
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Mediano
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Pequeño
Magdalena;Peces;PezOseo;Cynopotamus magdalenae;Chango;Revuelto
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Grande
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Mediano
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Pequeño
Magdalena;Peces;PezOseo;Cyphocharax magdalenae;Pincho;Revuelto
Magdalena;Peces;PezOseo;Dasyloricaria filamentosa;Raspacanoa;Revuelto
Magdalena;Peces;PezOseo;Eigenmannia humboldtii;Amprea;Mediano
Magdalena;Peces;PezOseo;Eigenmannia humboldtii;Amprea;Pequeño
Magdalena;Peces;PezOseo;Eigenmannia humboldtii;Amprea;Revuelto
Magdalena;Peces;PezOseo;Eigenmannia sp.;Cuchillo transparente;Grande
Magdalena;Peces;PezOseo;Eigenmannia sp.;Cuchillo transparente;Mediano
Magdalena;Peces;PezOseo;Eigenmannia sp.;Cuchillo transparente;Pequeño
Magdalena;Peces;PezOseo;Eigenmannia sp.;Cuchillo transparente;Revuelto
Magdalena;Peces;PezOseo;Geophagus steindachneri;Jorobada Mula Mojarra Hacha  Cocheja  Mojarra banqueta  Frentona;Pequeño
Magdalena;Peces;PezOseo;Geophagus steindachneri;Jorobada Mula Mojarra Hacha  Cocheja  Mojarra banqueta  Frentona;Revuelto
Magdalena;Peces;PezOseo;Gilbertolus alatus;Cachas;Pequeño
Magdalena;Peces;PezOseo;Gilbertolus alatus;Cachas;Revuelto
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Grande
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Mediano
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Pequeño
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Pescado especial
Magdalena;Peces;PezOseo;Hoplias malabaricus;Moncholo;Revuelto
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Grande
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Mediano
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Pequeño
Magdalena;Peces;PezOseo;Hypostomus hondae;Coroncoro Cucha;Revuelto
Magdalena;Peces;PezOseo;Hypostomus niceforoi;Hypostomo de piedra;Revuelto
Magdalena;Peces;PezOseo;Hypostomus sp. 2;Coroncoro;Pequeño
Magdalena;Peces;PezOseo;Hypostomus sp. 2;Coroncoro;Revuelto
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Grande
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Mediano
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Pequeño
Magdalena;Peces;PezOseo;Ichthyoelephas longirostris;Pataló;Revuelto
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Grande
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Mediano
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Pequeño
Magdalena;Peces;PezOseo;Isorineloricaria tenuicauda;Zapatero;Revuelto
Magdalena;Peces;PezOseo;Kronoheros umbrifer;Mojarra negra;Revuelto
Magdalena;Peces;PezOseo;Lasiancistrus caucanus;Boca manteca boca pelúa;Revuelto
Magdalena;Peces;PezOseo;Leporellus vittatus;Corunta;Revuelto
Magdalena;Peces;PezOseo;Loricariichthys brunneus;Chapín negro;Mediano
Magdalena;Peces;PezOseo;Loricariichthys brunneus;Chapín negro;Pequeño
Magdalena;Peces;PezOseo;Loricariichthys brunneus;Chapín negro;Revuelto
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Extragrande
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Grande
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Mediano
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Pequeño
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Pescado especial
Magdalena;Peces;PezOseo;Megaleporinus muyscorum;Moino;Revuelto
Magdalena;Peces;PezOseo;Megalops atlanticus;Sábalo;Grande
Magdalena;Peces;PezOseo;Megalops atlanticus;Sábalo;Mediano
Magdalena;Peces;PezOseo;Megalops atlanticus;Sábalo;Pequeño
Magdalena;Peces;PezOseo;Megalops atlanticus;Sábalo;Revuelto
Magdalena;Peces;PezOseo;Mugil incilis;Lisa rayada;Grande
Magdalena;Peces;PezOseo;Mugil incilis;Lisa rayada;Mediano
Magdalena;Peces;PezOseo;Mugil incilis;Lisa rayada;Pequeño
Magdalena;Peces;PezOseo;Mugil incilis;Lisa rayada;Revuelto
Magdalena;Peces;PezOseo;Notarius bonillai;Bagre de rio;Grande
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Grande
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Mediano
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Pequeño
Magdalena;Peces;PezOseo;Oreochromis niloticus;Mojarra lora;Revuelto
Magdalena;Peces;PezOseo;Oreochromis spp.;Mojarra roja, Tilapia;Grande
Magdalena;Peces;PezOseo;Oreochromis spp.;Mojarra roja, Tilapia;Mediano
Magdalena;Peces;PezOseo;Oreochromis spp.;Mojarra roja, Tilapia;Revuelto
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Grande
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Pequeño
Magdalena;Peces;PezOseo;Panaque cochliodon;Coroncoro;Revuelto
Magdalena;Peces;PezOseo;Pangasianodon hypophthalmus;Basa;Grande
Magdalena;Peces;PezOseo;Pangasianodon hypophthalmus;Basa;Pequeño
Magdalena;Peces;PezOseo;Pangasianodon hypophthalmus;Basa;Revuelto
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Grande
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Mediano
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Pequeño
Magdalena;Peces;PezOseo;Piaractus brachypomus;Cachama blanca;Revuelto
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Grande
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Mediano
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Pequeño
Magdalena;Peces;PezOseo;Pimelodus grosskopfii;Capaz;Revuelto
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Grande
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Mediano
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Pequeño
Magdalena;Peces;PezOseo;Pimelodus yuma;Nicuro;Revuelto
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Extragrande
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Grande
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Mediano
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Pequeño
Magdalena;Peces;PezOseo;Plagioscion magdalenae;Pacora;Revuelto
Magdalena;Rayas;Tiburon/Raya;Potamotrygon magdalenae;Raya;Grande
Magdalena;Rayas;Tiburon/Raya;Potamotrygon magdalenae;Raya;Mediano
Magdalena;Rayas;Tiburon/Raya;Potamotrygon magdalenae;Raya;Pequeño
Magdalena;Rayas;Tiburon/Raya;Potamotrygon magdalenae;Raya;Revuelto
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Extragrande
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Grande
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Mediano
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Pequeño
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Pescado especial
Magdalena;Peces;PezOseo;Prochilodus magdalenae;Bocachico;Revuelto
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Grande
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Mediano
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Pequeño
Magdalena;Peces;PezOseo;Pseudopimelodus atricaudus;Pejesapo;Revuelto
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Grande
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Pequeño
Magdalena;Peces;PezOseo;Pseudopimelodus magnus;Tucunare;Revuelto
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Grande
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Mediano
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Pequeño
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Pescado especial
Magdalena;Peces;PezOseo;Pseudoplatystoma magdaleniatum;Bagre rayado;Revuelto
Magdalena;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Grande
Magdalena;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Mediano
Magdalena;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Pequeño
Magdalena;Peces;PezOseo;Pterygoplichthys pardalis;Cucha;Revuelto
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Grande
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Mediano
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Pequeño
Magdalena;Peces;PezOseo;Pterygoplichthys undecimalis;Coroncoro;Revuelto
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Grande
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Mediano
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Pequeño
Magdalena;Peces;PezOseo;Rhamdia guatemalensis;Guabina;Revuelto
Magdalena;Peces;PezOseo;Roeboides dayi;Boquiancha;Pequeño
Magdalena;Peces;PezOseo;Roeboides dayi;Boquiancha;Revuelto
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Grande
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Mediano
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Pequeño
Magdalena;Peces;PezOseo;Salminus affinis;Picúa;Revuelto
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Grande
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Mediano
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Pequeño
Magdalena;Peces;PezOseo;Sorubim cuspicaudus;Blanquillo;Revuelto
Magdalena;Peces;PezOseo;Spatuloricaria fimbriata;Caitolé;Mediano
Magdalena;Peces;PezOseo;Spatuloricaria fimbriata;Caitolé;Pequeño
Magdalena;Peces;PezOseo;Spatuloricaria fimbriata;Caitolé;Revuelto
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Grande
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Mediano
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Pequeño
Magdalena;Peces;PezOseo;Spatuloricaria gymnogaster;Zapatero;Revuelto
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Grande
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Mediano
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Pequeño
Magdalena;Peces;PezOseo;Sternopygus aequilabiatus;Mayupa;Revuelto
Magdalena;Peces;PezOseo;Trachelyopterus insignis;Cachegua;Grande
Magdalena;Peces;PezOseo;Trachelyopterus insignis;Cachegua;Mediano
Magdalena;Peces;PezOseo;Trachelyopterus insignis;Cachegua;Pequeño
Magdalena;Peces;PezOseo;Trachelyopterus insignis;Cachegua;Revuelto
Magdalena;Peces;PezOseo;Trichopodus pectoralis;Barbona;Grande
Magdalena;Peces;PezOseo;Trichopodus pectoralis;Barbona;Mediano
Magdalena;Peces;PezOseo;Trichopodus pectoralis;Barbona;Pequeño
Magdalena;Peces;PezOseo;Trichopodus pectoralis;Barbona;Revuelto
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Grande
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Mediano
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Pequeño
Magdalena;Peces;PezOseo;Triportheus magdalenae;Arenca;Revuelto
Sinú;Peces;PezOseo;Ageneiosus pardalis;Doncella;Grande
Sinú;Peces;PezOseo;Ageneiosus pardalis;Doncella;Mediano
Sinú;Peces;PezOseo;Ageneiosus pardalis;Doncella;Pequeño
Sinú;Peces;PezOseo;Ageneiosus pardalis;Doncella;Revuelto
Sinú;Peces;PezOseo;Andinoacara latifrons;Mojarra azulera, Cabeza de piedra;Pequeño
Sinú;Peces;PezOseo;Andinoacara latifrons;Mojarra azulera, Cabeza de piedra;Revuelto
Sinú;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Grande
Sinú;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Mediano
Sinú;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Pequeño
Sinú;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Revuelto
Sinú;Peces;PezOseo;Ariopsis canteri;Chivo cabezón;Varios tamaños
Sinú;Peces;PezOseo;Brycon sinuensis;Dorada, Mueluda;Grande
Sinú;Peces;PezOseo;Brycon sinuensis;Dorada, Mueluda;Mediano
Sinú;Peces;PezOseo;Brycon sinuensis;Dorada, Mueluda;Pequeño
Sinú;Peces;PezOseo;Brycon sinuensis;Dorada, Mueluda;Revuelto
Sinú;Peces;PezOseo;Brycon sinuensis;Dorada, Mueluda;Varios tamaños
Sinú;Crustáceos;Jaiba;Callinectes bocourti;Jaiba roja;Varios tamaños
Sinú;Peces;PezOseo;Caquetaia kraussii;Mojarra amarilla;Grande
