SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
Jodedor_ Línea de mano fija marina_Rhomboplites aurorubens;0,303794643;0,490217391
Laguna Colorada_ Flecha_Pygocentrus cariba;0,318000007;0,318000007
Laguna Colorada_ Flecha_Prochilodus mariae;0,235563914;0,288142849
Dotenedó_ Red de enmalle fija marina_Hemiramphus saltator;1,1;4,7
Primera Ensenada_ Línea de mano fija marina_Ocyurus chrysurus;0,382123162;1,546875
Virudó_ Atarraya_Rhencus macracanthus;0,166666667;0,286666667
Virudó_ Palangre o espinel de fondo_Caranx caninus;1,4;4
Puerto Boquillas_ Red de enmalle fija continental_Curimata mivartii;0,093942311;0,166750003
Belén (San Marcos)_ Atarraya_Cyphocharax magdalenae;0,058482813;0,073350001
Piedras Blancas_ Buceo marino mixto_Mycteroperca phenax;0,311684783;0,57
Cangrejito_ Red de enmalle fija marina_Mugil liza;0,2825;0,60875
La Chamba_ Red de enmalle de deriva continental_Piaractus brachypomus;2,049999952;5,857142653
Puerto Chucha_ Red de enmalle de encierro marina_Lutjanus synagris;0,222105263;1,005000007
Las Delicias_ Red de enmalle fija marina_Lutjanus griseus;0,233333333;1,328571429
Puerto (Arauquita)_ Atarraya_Brachyplatystoma juruense;2,700000048;2,700000048
Las Delicias_ Línea de mano fija marina_Haemulopsis corvinaeformis;0,083333333;0,083333333
Muelle Principal (Puerto Leguízamo)_ Red de enmalle fija continental_Hydrolycus armatus;1,8375;3,4125
El Pedral_ Palangre calandrio_Sorubim cuspicaudus;0,589999974;0,589999974
La Tagua_ Línea de mano fija continental_Pseudoplatystoma tigrinum;5,510000086;12,70999966
La Tagua_ Línea de mano fija continental_Piaractus brachypomus;3,875;8,993333117
La Tagua_ Línea de mano fija continental_Mylossoma albiscopum;0,333333333;0,333333333
Mercado (Lorica)_ Flecha_Pimelodus yuma;0,07;0,07
Jurubirá_ Línea de mano fija marina_Polydactylus opercularis;0,191666667;0,57
Soledad Pueblito_ Red de enmalle de encierro marina_Centropomus robalito;0,666666667;0,666666667
Soledad Pueblito_ Red de enmalle de encierro marina_Bagre pinnimaculatus;1,25;1,25
Docordó_ Red de enmalle fija marina_Nebris occidentalis;0,333333333;0,333333333
Cabo Marzo_ Palangre o espinel de fondo_Trachinotus rhodopus;4,230769231;4,230769231
Las Brisas_ Red de enmalle fija continental_Brycon moorei;0,509;0,766999984
Guacamayo_ Atarraya_Caquetaia kraussii;0,100016663;0,130316671
Puerto Cabuyaro_ Palangre calandrio_Platynematichthys notatus;2,299999952;2,299999952
Puerto Chucha_ Red de enmalle fija continental_Callinectes bocourti;0,1;0,1
Barrio Abajo (Ciénaga)_ Red de enmalle fija marina_Selar crumenophthalmus;0,139671053;0,264297659
La Boquilla_ Palangre o espinel de fondo_Caranx hippos;1;1
Puerto Boca_ Atarraya_Oreochromis niloticus;0,20083333;0,263833343
Bahía de Cispatá_ Línea de mano fija marina_Cynoscion virescens;1,397999996;1,5
Sapzurro_ Línea de mano correteo curricán o trolling_Lutjanus vivanus;0,583333333;0,583333333
Sapzurro_ Buceo de peces_Maja squinado;0,75;0,75
El Porvenir_ Línea de mano fija marina_Mycteroperca phenax;0,242499994;0,287499992
Puente Chambacú - Río Jella_ Línea de mano fija marina_Sphyraena qenie;1,4875;5,7625
Punta Ardita_ Línea de mano fija marina_Centropumus spp.;2,579999924;7,702500081
Punta Ardita_ Línea de mano fija marina_Lutjanus novemfasciatus;0,794545466;16,205
Punta Ardita_ Línea de mano fija marina_Thunnus spp.;2,572000036;8,692000351
Punta Ardita_ Línea de mano fija marina_Caranx caninus;5,092500186;5,8575001
El Porvenir_ Red de enmalle fija marina_Centropomus undecimalis;0,298999993;0,804000011
El Porvenir_ Línea de mano fija marina_Ctenosciaena gracilicirrhus;0,201250003;0,223749994
Cabo de la Vela_ Red de enmalle langostera_Centropomus undecimalis;0,452000004;1,680000019
Cabo de la Vela_ Red de enmalle langostera_Anisotremus virginicus;0,159999996;0,300000012
Cabo de la Vela_ Red de enmalle langostera_Panulirus argus;0,300000012;0,600000024
Cabo de la Vela_ Red de enmalle langostera_Calamus calamus;0,191875;0,504333329
Cabo de la Vela_ Red de enmalle langostera_Lutjanus analis;0,233333329;0,91499998
Cabo de la Vela_ Red de enmalle langostera_Haemulon plumieri;0,142857143;0,351799995
Playa de Arusí_ Línea de mano correteo curricán o trolling_Caranx caninus;0,737;4,05
El Porvenir_ Línea de mano fija marina_Epinephelus adscensionis;0,204499999;0,300000012
El Porvenir_ Línea de mano fija marina_Synodus synodus;0,200000003;0,200000003
Puerto Arriba (Dibulla)_ Nasas de Peces_Lutjanus purpureus;0,428571429;0,428571429
Tajamar Occidental_ Red de enmalle de deriva marina_Chaetodipterus faber;1,439250004;2,700000048
Puerto Chucha_ Red de enmalle de deriva marina_Lobotes surinamensis;0,681666661;1,468181818
Puerto Colorado_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,505999994;2,196428571
Pantuuchitu_ Red de enmalle langostera_Anisotremus virginicus;0,460000008;0,460000008
Pantuuchitu_ Red de enmalle langostera_Panulirus argus;0,281249993;0,600000024
Pantuuchitu_ Red de enmalle langostera_Mycteroperca bonaci;0,366000009;1,148000038
Pantuuchitu_ Red de enmalle langostera_Lachnolaimus maximus;0,348499998;1,189999992
Casco urbano (Puerto Escondido)_ Red de enmalle fija marina_Trichiurus lepturus;0,25;0,25
Pantuuchitu_ Red de enmalle langostera_Calamus calamus;0,30200001;0,560000014
Pantuuchitu_ Red de enmalle langostera_Lutjanus griseus;0,422000003;1,999999964
Pantuuchitu_ Red de enmalle langostera_Acanthurus coeruleus;0,160833335;0,367499998
Lomita Arena_ Chinchorro marino_Mugil curema;0,600000024;0,600000024
Barrio Abajo (Ciénaga)_ Red de enmalle fija marina_Mugil curema;0,230769231;0,230769231
Río San Miguel_ Línea de mano fija continental_Calophysus macropterus;0,547500014;1,174999982
Rincón del Mar_ Buceo marino mixto_Lutjanus apodus;0,345714288;1,299999981
Morrosquillo_ Línea de mano correteo curricán o trolling_Lutjanus synagris;0,165;1,109499991
Morrosquillo_ Línea de mano correteo curricán o trolling_Alectis ciliaris;0,409090909;0,409090909
Puerto Real - Saloa_ Red de enmalle fija continental_Pimelodus yuma;0,062672007;0,07
Puerto Real - Saloa_ Red de enmalle fija continental_Megaleporinus muyscorum;0,125;0,166666667
Puerto Real - Saloa_ Red de enmalle fija continental_Prochilodus magdalenae;0,12244898;0,571428571
Jodedor_ Red de enmalle langostera_Panulirus argus;0,5;1,222222222
Mayapo_ Red de enmalle langostera_Panulirus argus;0,833333333;1,548124963
Mayapo_ Red de enmalle langostera_Chaetodipterus faber;0,428571429;0,833333333
Mayapo_ Red de enmalle langostera_Pomacanthus paru;1,5;1,5
Pantuuchitu_ Red de enmalle langostera_Haemulon plumieri;0,141666666;0,3125
Cabo de la Vela_ Red de enmalle langostera_Anisotremus surinamensis;0,176999996;0,379000002
Cabo de la Vela_ Red de enmalle langostera_Archosargus rhomboidalis;0,166666667;0,474999994
Cabo de la Vela_ Red de enmalle langostera_Caranx hippos;0,416999987;2,5
La Playa (El Banco)_ Chinchorro continental_Pimelodus yuma;0,055555556;0,055555556
Cartagena del Chairá_ Palangre calandrio_Brachyplatystoma tigrinum;4,149999905;4,95999999
Villa Fátima_ Red de enmalle de encierro marina_Lutjanus griseus;0,2925;1,0575
Sempegua_ Atarraya_Hoplias malabaricus;0,2;0,2
Chontal_ Red de enmalle de deriva marina_Centropomus medius;1,2;1,2
Chontal_ Red de enmalle de deriva marina_Notarius troschelii;1,125;1,125
Chontal_ Red de enmalle de deriva marina_Scomberomorus sierra;1;1
Codis_ Atarraya_Mugil incilis;0,144054054;0,284000003
Bahía de Santa Marta_ Línea de mano fija marina_Hyporthodus flavolimbatus;1,75;4,425
Pesquera Aspabab_ Palangre o espinel de fondo_Ariopsis seemanni;0,200000003;0,200000003
La Chamba_ Línea de mano fija continental_Ichthyoelephas longirostris;2,299999952;2,299999952
Mayapo_ Red de enmalle langostera_Lachnolaimus maximus;1,200000048;3,6
Puerto Real - Saloa_ Red de enmalle fija continental_Cyphocharax magdalenae;0,051737538;0,056164024
Guineal_ Red de enmalle fija marina_Centropumus spp.;0,566666667;0,762121212
Pomeño_ Red de enmalle de deriva marina_Bairdiella ensifera;0,25;11
Las Tenazas_ Línea de mano fija marina_Octopus vulgaris;0,75;0,75
Bahía de Cispatá_ Línea de mano fija marina_Penaeus monodon;0,129999995;0,129999995
Puerto Abajo (Dibulla)_ Chinchorro camaronero_Selene vomer;0,51875;0,85625
Cabo de la Vela_ Red de enmalle langostera_Acanthurus coeruleus;0,174999997;0,365249994
Cabo de la Vela_ Red de enmalle langostera_Mycteroperca bonaci;0,360000014;1,399999974
Cabo de la Vela_ Red de enmalle langostera_Lachnolaimus maximus;0,25;1
Río San Miguel_ Arpón_Leporinus subniger;0,2535;0,316499993
Río San Miguel_ Arpón_Brycon falcatus;0,206888894;0,242888896
Tribugá_ Palangre o espinel de fondo_Lutjanus peru;1,375;14
Tribugá_ Palangre o espinel de fondo_Lutjanus argentiventris;0,375;2
Laguna Colorada_ Línea de mano fija continental_Prochilodus mariae;0,160750002;0,26425001
Playa de Arusí_ Palangre o espinel de fondo_Diplectrum euryplectrum;0,271999991;0,488
Chapinero_ Línea de mano fija continental_Hoplias malabaricus;0,360000014;0,360000014
Chapinero_ Línea de mano fija continental_Cynopotamus atratoensis;0,253999999;0,389000005
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Oxydoras sifontesi;0,396999995;2,265000081
Rincón del Mar_ Buceo marino mixto_Lutjanus buccanella;1;1
Rincón del Mar_ Buceo marino mixto_Lutjanus cyanopterus;1;1
Charambirá_ Línea de mano_Scomberomorus sierra;2,8;5,425
La T_ Red de enmalle de encierro marina_Hyporthodus nigritus;1,575;2
La T_ Red de enmalle de encierro marina_Lutjanus cyanopterus;3,725;22,15
Charambirá_ Palangre o espinel de fondo_Serranidos;3;3,45
Pantuuchitu_ Red de enmalle langostera_Caranx crysos;0,225000007;0,674999989
Cabo de la Vela_ Red de enmalle langostera_Trachinotus carolinus;0,300000006;0,818000007
Cabo de la Vela_ Red de enmalle langostera_Haemulon bonariense;0,132666668;0,268333338
Puerto Abajo (Dibulla)_ Nasas de Peces_Epinephelus morio;1;1
Dotenedó_ Red de enmalle fija marina_Notarius troschelii;0,25;0,892857143
Desembarcadero (Juradó)_ Red de enmalle fija marina_Lutjanus novemfasciatus;2,259375;3,138651316
Morrosquillo_ Línea de mano correteo curricán o trolling_Sphyraena guachancho;0,10625;0,508999991
Desembarcadero (Juradó)_ Línea de mano fija marina_Elagatis bipinnulata;0,708333333;0,708333333
Las Flores_ Red de enmalle de deriva marina_Caranx crysos;1,319999981;1,319999981
Bahía de Cispatá_ Arpón_Mugil incilis;0,202947846;0,366666667
Santuario_ Arpón_Prochilodus rubrotaeniatus;0,340733591;0,428806821
Santuario_ Red de enmalle fija continental_Brycon hilarii;1,049999979;2,66999999
Pesquera Aspabab_ Red de enmalle fija marina_Parapsettus panamensis;0,341363636;0,6525
Mayapo_ Red de enmalle de encierro marina_Lutjanus griseus;0,477777778;2,157777821
Nueva Ola_ Atarraya_Rhamdia guatemalensis;0,130937498;0,284166674
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Hoplias curupira;0,303000012;0,383999988
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Pseudorinelepis genibarbis;0,205882352;0,328421064
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Colossoma macropomum;0,334500012;0,95550001
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Geophagus abalios;0,117999995;0,117999995
Casco Urbano (Arauca)_ Red de enmalle fija continental_Mylossoma albiscopum;0,300151515;0,302878788
Casco Urbano (Arauca)_ Red de enmalle fija continental_Megaleporinus sp. 1;0,623210508;0,680999999
Jodedor_ Línea de mano fija marina_Thunnus alalunga;6,575;7,925
Jodedor_ Red de enmalle de encierro marina_Scomberomorus cavalla;1,25;8,875
Agropez_ Red de enmalle fija marina_Euthynnus alletteratus;0,25;0,5
Rincón del Mar_ Línea de mano fija marina_Scomberomorus brasiliensis;0,704513889;2,151166714
El Muelle (Puerto López)_ Red de enmalle fija continental_Brachyplatystoma platynemum;1,572500002;6,4375
El Muelle (Puerto López)_ Red de enmalle fija continental_Brachyplatystoma vaillantii;1,0005;1,009499991
Puerto Boca_ Red de enmalle fija continental ciénaga_Oreochromis niloticus;0,230444449;0,238444455
Jodedor_ Línea de mano fija marina_Makaira nigricans;8,95;17,95
Jodedor_ Línea de mano fija marina_Acanthocybium solandri;10,7625;15,85
Camarones_ Red de enmalle de deriva marina_Thunnus albacares;17,5;17,5
Puerto Arriba (Dibulla)_ Chinchorro marino_Caranx hippos;0,23;0,5
Puerto Arriba (Dibulla)_ Nasas de Peces_Seriola rivoliana;0,341666667;0,491666667
Chapundun_ Atarraya_Rhonciscus crocro;0,400000006;0,400000006
Paujil_ Línea de mano fija continental_Schizodon scotorhabdotus;0,103999996;0,103999996
La Isla de los Palacios_ Red de enmalle fija continental_Rhamdia guatemalensis;0,261124998;0,350499994
La Boquilla_ Palangre o espinel de superficie_Sciades proops;0,626644737;4,5625
Casco Urbano (San Juan de Urabá)_ Palangre o espinel de fondo_Cynoscion virescens;0,519999981;0,519999981
Orejero_ Red de enmalle fija continental_Centrochir crocodili;0,081499998;0,108499999
Puerto Miraflores_ Palangre o espinel de fondo_Lutjanus colorado;1,74375;9,15
Palomar_ Atarraya_Ageneiosus pardalis;0,464999989;1,373499995
Casco urbano (Puerto Escondido)_ Palangre o espinel de fondo_Ariopsis canteri;1,4;3,3
Casco urbano (Puerto Escondido)_ Red de enmalle fija marina_Mugil liza;2,05;2,95
Playa de Arusí_ Palangre o espinel de fondo_Melongena patula;2;2
Pueblo Nuevo (Barrancominas)_ Red de enmalle de deriva continental_Pseudorinelepis genibarbis;0,243249995;0,382750001
Pueblo Nuevo (Barrancominas)_ Red de enmalle de deriva continental_Hoplias curupira;0,49000001;0,49000001
Pueblo Nuevo (Barrancominas)_ Red de enmalle de deriva continental_Piaractus orinoquensis;0,276500003;7,220000166
El Porvenir_ Línea de mano fija marina_Lobotes surinamensis;0,419999987;1,530000007
Mayapo_ Palangre o espinel de fondo_Lutjanus cyanopterus;7,05;7,95
Cispataca_ Atarraya_Curimata mivartii;0,120000002;0,143333336
Cabo Marzo_ Palangre o espinel de fondo_Alectis ciliaris;2,71;5,238181943
Cabo Marzo_ Palangre o espinel de fondo_Gnathanodon speciosus;4,1;6,109090909
Cabo Marzo_ Palangre o espinel de fondo_Nematistius pectoralis;11,45;19,55
El Porvenir_ Buceo marino mixto_Sphyraena guachancho;0,174;6,860000001
El Porvenir_ Atarraya_Selene setapinnis;0,138500001;0,38150001
El Muelle (Puerto López)_ Red de enmalle fija continental_Hoplias malabaricus;0,649999976;0,649999976
Buenavista (La Dorada)_ Red de enmalle de deriva continental_Sternopygus aequilabiatus;1,5;1,5
Puerto Arriba (Dibulla)_ Red de enmalle fija marina_Haemulon flavolineatum;0,204285714;0,281428571
Montaño_ Red de enmalle fija continental_Cyphocharax magdalenae;0,109999999;0,109999999
Pantuuchitu_ Red de enmalle langostera_Archosargus rhomboidalis;0,22520833;0,50249999
Punta Ardita_ Línea de mano fija marina_Alectis ciliaris;2,299999952;4,009999824
Belén (El Banco)_ Nasas de Peces_Pimelodus yuma;0,087082905;0,098422925
El Muelle (Puerto López)_ Red de enmalle fija continental_Semaprochilodus laticeps;2,288000011;2,963000011
Pueblo Nuevo (Barrancominas)_ Flecha_Pseudorinelepis genibarbis;0,193481477;0,352505098
Pueblo Nuevo (Barrancominas)_ Flecha_Aphanotorulus emarginatus;0,199636363;0,380999992
Pueblo Nuevo (Barrancominas)_ Flecha_Pseudoplatystoma metaense;0,270000011;0,270000011
La Tagua_ Red de enmalle fija continental_Pseudoplatystoma tigrinum;2,5;2,5
Mayapo_ Red de enmalle langostera_Lactophrys trigonus;0,6875;1,625
Mayapo_ Red de enmalle langostera_Bothus lunatus;0,503333322;1,5
Belén (San Marcos)_ Red de enmalle fija continental_Brycon moorei;0,310000002;0,310000002
Villa Fátima_ Red de enmalle de deriva marina_Bagre filamentosus;0,375;0,375
Virudó_ Red de enmalle fija marina_Mycteroperca xenarcha;0,5;0,5
Virudó_ Red de enmalle fija marina_Lutjanus jordani;0,166666667;0,45
Agropez_ Atarraya_Lutjanus synagris;0,125;0,125
Providencia o Caimancito_ Atarraya_Trichopodus pectoralis;0,112015385;0,116223215
Isla Fuerte_ Red de enmalle de encierro marina_Holocentrus adscensionis;0,254166667;0,329166667
Mulatos_ Red de enmalle fija marina_Mugil liza;1,65;3,2
Cabo de la Vela_ Red de enmalle langostera_Lutjanus synagris;0,203625;0,847000018
Casco urbano Roma_ Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;0,284166672;1,144499981
Cispataca_ Red de enmalle fija continental_Pseudopimelodus atricaudus;0,324999994;0,468999991
Cartagena del Chairá_ Línea de mano fija continental_Pseudoplatystoma tigrinum;6,964999914;9,8
Casino_ Línea de mano fija marina_Cynoscion virescens;0,739335664;1,459965035
Malecón (Puerto Gaitán)_ Red de enmalle fija continental_Pellona flavipinnis;1,724999988;2,49000001
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Serrasalmus elongatus;0,273333337;0,807333346
Pueblo Nuevo (Barrancominas)_ Línea de mano fija continental_Brachyplatystoma juruense;0,671875009;1,740624955
Puerto Miraflores_ Línea de mano fija marina_Albula pacifica;0,447999991;1,58
Puerto (Orocué)_ Palangre calandrio_Sorubimichthys planiceps;3,650000036;11,91666667
Puerto (Orocué)_ Palangre calandrio_Mylossoma albiscopum;0,849999984;0,849999984
Puerto Miraflores_ Palangre o espinel de fondo_Rhencus panamensis;0,174999997;0,174999997
Puerto Miraflores_ Palangre o espinel de fondo_Rhonciscus branickii;0,5;0,5
Barrio La Unión_ Palangre o espinel de superficie_Lutjanus synagris;0,16474359;0,671666667
Charambirá_ Red de enmalle de deriva marina_Bagre panamensis;0,278693182;0,425987236
Charambirá_ Línea de mano_Lutjanus colorado;8;8
Puerto Miraflores_ Red de enmalle marina de fondo_Kyphosus ocyurus;0,7;0,7
La Chamba_ Red de enmalle de deriva continental_Pseudopimelodus atricaudus;0,75;0,75
Las Delicias_ Línea de mano fija marina_Ocyurus chrysurus;2;2
Amarales_ Red de enmalle de deriva marina_Centropomus medius;2,215;2,485
Puerto Boca_ Red de enmalle fija continental ciénaga_Cynopotamus magdalenae;0,152380952;0,401333329
Puerto Boca_ Línea de mano fija continental_Prochilodus magdalenae;0,182625005;0,266500004
Palomar_ Atarraya_Ichthyoelephas longirostris;0,251999994;0,46799999
Villa Fátima_ Red de enmalle de deriva marina_Makaira nigricans;26;26
Buenavista (La Dorada)_ Red de enmalle fija continental_Prochilodus magdalenae;0,367916667;0,445227261
Buenavista (La Dorada)_ Red de enmalle fija continental_Megaleporinus muyscorum;0,600000024;0,600000024
Buenavista (La Dorada)_ Red de enmalle fija continental_Piaractus brachypomus;2,650000095;2,650000095
Buenavista (La Dorada)_ Red de enmalle fija continental_Isorineloricaria tenuicauda;0,293749988;0,293749988
Cabo de la Vela_ Red de enmalle langostera_Sphyraena barracuda;0,425000004;5,194999993
Popoya Playa_ Red de enmalle fija marina_Caranx ruber;0,199999995;0,914999998
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Brachyplatystoma filamentosum;12,0800004;38,72000074
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Brachyplatystoma rousseauxii;4,299999952;8,518750191
Cispataca_ Red de enmalle fija continental_Colossoma macropomum;0,337000002;4,390000105
Isla Fuerte_ Línea de mano fija marina_Archosargus rhomboidalis;0,288095238;0,330952381
Amarales_ Red de enmalle de deriva marina_Epinephelus spp.;16,15;33,7
Aparca_ Atarraya_Pimelodus albofasciatus;0,093333334;0,093333334
Mayapo_ Red de enmalle langostera_Melongena melongena;0,191666667;0,400000004
Virudó_ Red de enmalle de deriva marina_Haemulopsis leuciscus;0,400000006;0,400000006
Marriaga_ Red de enmalle fija continental_Rhamdia guatemalensis;0,423999988;0,495999999
Locadía_ Línea de mano fija marina_Selene setapinnis;0,1424375;0,255750009
El Pedral_ Palangre calandrio_Brycon moorei;2,75999999;2,75999999
Puerto Chucha_ Red de enmalle fija continental_Gerres cinereus;0,25;0,25
Marralú_ Red de enmalle de deriva continental_Salminus affinis;0,300000012;0,300000012
Playa Blanca (Ayapel)_ Red de enmalle fija continental_Cynopotamus magdalenae;0,112658337;0,21410001
Casco urbano (Puerto Escondido)_ Línea de mano fija marina_Conodon nobilis;0,09375;0,09375
Casco urbano (Puerto Escondido)_ Línea de mano fija marina_Lutjanus purpureus;0,25;0,25
Casco urbano (Puerto Escondido)_ Línea de mano fija marina_Lutjanus mahogoni;0,333333333;0,333333333
Puerto Chaparro_ Red de enmalle de deriva continental_Pimelodus grosskopfii;0,201999996;0,606999996
Pueblo Nuevo (Barrancominas)_ Red de enmalle de deriva continental_Pseudoplatystoma metaense;1,379999983;9,93000021
Pueblo Nuevo (Barrancominas)_ Red de enmalle de deriva continental_Hydrolycus armatus;0,603500007;3,803500082
La Gloria_ Palangre calandrio_Pimelodus grosskopfii;0,25;0,25
Muelle Pescadores (Puerto Boyacá)_ Palangre calandrio_Brycon moorei;1,3125;2
Puerto Miraflores_ Red de enmalle marina de fondo_Centropomus medius;0,666999984;2
Mapiripán_ Palangre calandrio_Mylossoma albiscopum;0,411999989;0,411999989
Pantuuchitu_ Red de enmalle langostera_Lutjanus analis;0,304499995;1,025000027
Pantuuchitu_ Red de enmalle langostera_Balistes capriscus;0,233749996;0,400909093
Pantuuchitu_ Red de enmalle langostera_Lutjanus synagris;0,322000003;0,845000023
Sivirú_ Línea de mano fija marina_Bagre pinnimaculatus;3;3
Sivirú_ Línea de mano fija marina_Epinephelus quinquefasciatus;1,5;1,5
Playa de Arusí_ Línea de mano correteo curricán o trolling_Scomberomorus sierra;0,49375;2,65
El Muelle (Puerto López)_ Palangre calandrio_Brachyplatystoma rousseauxii;15,56875;16,80625
Villa Fátima_ Red de enmalle de deriva marina_Acanthocybium solandri;19;19
Tribugá_ Arpón_Kyphosus elegans;0,75;0,75
Jodedor_ Red de enmalle de encierro marina_Trachinotus carolinus;1,835714286;2,210714286
Tribugá_ Red de enmalle fija marina_Cynoscion reticulatus;0,16;0,25
Río San Miguel_ Red de enmalle fija continental_Pseudoplatystoma tigrinum;4,630000114;4,630000114
Puerto Arriba (Dibulla)_ Palangre o espinel de fondo_Bagre filamentosus;1,333333333;1,333333333
Cabo Marzo_ Línea de mano fija marina_Sarda orientalis;1,666666667;2,85
El Pedral_ Atarraya_Pseudoplatystoma magdaleniatum;0,680499974;5,53450017
Bocanegra_ Red de enmalle fija marina_Caranx crysos;0,12347973;0,232602245
Bocanegra_ Red de enmalle fija marina_Seriola rivoliana;0,425;0,6125
Chapundun_ Línea de mano fija continental_Megalops atlanticus;1,700000048;1,700000048
Agropez_ Atarraya_Sciades proops;1,350000024;1,350000024
Pueblo Nuevo (Barrancominas)_ Flecha_Leporinus friderici;1,699999968;1,699999968
Pueblo Nuevo (Barrancominas)_ Flecha_Zungaro zungaro;0,379999995;0,379999995
Casino_ Red de enmalle fija marina_Lutjanus synagris;0,385294118;0,967647059
San Alejandro_ Red de enmalle fija continental_Pseudocurimata lineopunctata;0,129999995;0,129999995
Puerto Serviez_ Atarraya_Plagioscion magdalenae;0,333333333;0,333333333
El Puerto (Puerto Carreño)_ Red de enmalle fija continental_Platynematichthys notatus;0,579000002;1,010999966
El Puerto (Puerto Carreño)_ Red de enmalle fija continental_Pellona castelnaeana;0,509249999;2,878999984
La Coquerita_ Línea de mano fija marina_Haemulon bonariense;0,039266665;0,045206666
Laguna Colorada_ Palangre calandrio_Pseudorinelepis genibarbis;0,214024029;0,481333338
La Tagua_ Red de enmalle fija continental_Pinirampus pirinampu;4;4
El Puerto (Puerto Carreño)_ Línea de mano fija continental_Pseudoplatystoma orinocoense;1,65;4,35
El Puerto (Puerto Carreño)_ Línea de mano fija continental_Brachyplatystoma vaillantii;1,340000033;1,340000033
Puerto Principal (Puerto Lleras)_ Atarraya_Mylossoma aureum;0,425000012;0,425000012
Monserrate_ Nasas de Peces_Prochilodus mariae;0,333333333;0,333333333
Casco Urbano (Arauca)_ Chinchorro continental_Sorubim lima;0,402884615;0,731730769
Casco Urbano (Arauca)_ Chinchorro continental_Leiarius marmoratus;1,5;1,5
Barrio Abajo (Ciénaga)_ Red de enmalle fija marina_Haemulon plumieri;0,104166667;0,104166667
Barrio Arriba - Barbosa (Magangué)_ Red de enmalle fija continental_Ageneiosus pardalis;0,180000007;0,887999976
Puerto Los Córdobas_ Línea de mano fija marina_Caranx hippos;0,125;0,125
Puerto Los Córdobas_ Línea de mano fija marina_Haemulopsis corvinaeformis;0,066666667;0,066666667
Ica-Copipa_ Red de enmalle fija marina_Mugil incilis;0,220000002;0,6
Ica-Copipa_ Red de enmalle fija marina_Bagre filamentosus;0,406770833;0,872916667
Punta Ardita_ Línea de mano fija marina_Elagatis bipinnulata;0,487916678;0,555416667
Chontal_ Palangre o espinel de fondo_Lutjanus peru;2,0375;2,7125
Chontal_ Palangre o espinel de fondo_Centropomus medius;3;3
Punta Ardita_ Línea de mano fija marina_Gnathanodon speciosus;4,599999905;4,599999905
Ica-Copipa_ Línea de mano correteo curricán o trolling_Scomberomorus cavalla;0,340909091;0,340909091
Ica-Copipa_ Línea de mano fija marina_Lutjanus analis;2,525;11,975
Virudó_ Red de enmalle fija marina_Lutjanus novemfasciatus;0,466666667;4,4
Cupica_ Línea de mano fija marina_Gnathanodon speciosus;0,5;0,5
Sivirú_ Red de enmalle camaronera_Diapterus brevirostris;0,218055556;0,643055556
Río San Miguel_ Línea de mano fija continental_Brachyplatystoma juruense;2,215000045;2,485000002
Río San Miguel_ Línea de mano fija continental_Megalonema sp. 1;0,333333333;0,333333333
Río San Miguel_ Línea de mano fija continental_Aguarunichthys inpai;0,679999999;0,919999985
Río San Miguel_ Línea de mano fija continental_Leporinus subniger;0,319999993;0,319999993
Virudó_ Línea de mano fija marina_Centropomus medius;0,138709677;1,139999962
Virudó_ Línea de mano fija marina_Caranx caninus;0,145;4
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Pimelodus blochii;0,056818184;0,097727272
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Leporinus friderici;1,457500046;1,592500025
Bocas del Atrato_ Palangre o espinel de superficie_Centropomus undecimalis;5,516999865;7,443000174
Barrio La Unión_ Palangre o espinel de superficie_Sciades proops;0,979166667;2,75
Isla Fuerte_ Línea de mano correteo curricán o trolling_Etelis oculatus;3,125;5,35
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Pimelodus blochii;0,208333333;0,208333333
Pueblo Lindo o Caimanera_ Red de enmalle fija continental_Ctenolucius hujeta;0,093000003;0,136250001
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Brycon sp.;1,209999969;1,389999976
Malecón (Puerto Gaitán)_ Red de enmalle de deriva continental_Piaractus orinoquensis;1,769999957;4,359166694
Puerto Chucha_ Red de enmalle fija continental_Cyphocharax magdalenae;0,052631579;0,068808509
Charambirá_ Red de enmalle fija marina_Sciades dowii;6;6
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Brachyplatystoma vaillantii;1,079999995;2,879999995
Pueblo Nuevo (Barrancominas)_ Red de enmalle fija continental_Sorubim lima;0,41216666;0,511166651
Camarones_ Nasas de Peces_Lutjanus purpureus;0,206666667;0,326666667
