SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_VALOR_Hist;Cuartil_sup_VALOR_Hist
Puente Chambacú - Río Jella_Línea de mano - Línea de mano fija marina_Acanthocybium solandri;82950;738150
Puente Chambacú - Río Jella_Línea de mano - Línea de mano fija marina_Epinephelus quinquefasciatus;364320;1398000
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Menticirrhus americanus;4000;24000
Puerto Barrio El Progreso_Atarraya - Atarraya_Caquetaia kraussii;71200;71200
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Oligoplites saliens;17650;50700
Caño Lobo_Red de enmalle - Red de enmalle fija marina_Centropomus ensiferus;16000;20000
Agropez_Línea de mano - Línea de mano fija marina_Scomberomorus brasiliensis;61200;136800
Puerto de las Canoas (Puerto Berrío)_Chinchorro continental - Chinchorra menuda_Pseudoplatystoma magdaleniatum;76440;320310
Puerto de las Canoas (Puerto Berrío)_Chinchorro continental - Chinchorra menuda_Pimelodus grosskopfii;21930;159245
Pizarro_Red de enmalle - Red de enmalle de deriva marina_Lutjanus argentiventris;50800;101200
Puerto La Candelaria_Atarraya - Atarraya rastra_Prochilodus magdalenae;20500;29500
Puerto La Candelaria_Red de enmalle - Red de enmalle de deriva continental_Prochilodus magdalenae;20000;20000
Desembarcadero (Juradó)_Red de enmalle - Red de enmalle fija marina_Umbrina xanti;162000;405000
La Rampa (Barrancabermeja)_Chinchorro continental - Chinchorra_Pseudoplatystoma magdaleniatum;150070;2451800
Playa Pescadores - Capurganá_Línea de mano - Línea de mano fija marina_Caranx hippos;13620;163160
Tribugá_Línea de mano - Línea de mano fija marina_Centropomus nigrescens;144000;144000
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Archosargus rhomboidalis;87300;5278890
El Puente_Red de enmalle - Red de enmalle de deriva continental_Ageneiosus pardalis;4525;6775
Manaure Centro_Red de enmalle - Red de enmalle de encierro marina_Mycteroperca bonaci;189800;189800
Pizarro_Red de enmalle - Red de enmalle camaronera_Caranx caninus;4000;42000
Damaquiel_Palangre o Espinel - Palangre o espinel de fondo_Ocyurus chrysurus;120000;120000
Cartagena del Chairá_Palangre o Espinel - Palangre calandrio_Brachyplatystoma filamentosum;180180;891600
Cartagena del Chairá_Palangre o Espinel - Palangre calandrio_Zungaro zungaro;100380;758560
Puerto Miraflores_Red de enmalle - Red de enmalle fija marina_Caranx caninus;91350;232050
Villa Venecia_Atarraya - Atarraya_Caquetaia kraussii;10000;10000
Virudó_Línea de mano - Línea de mano fija marina_Mugil cephalus;48000;48000
Virudó_Línea de mano - Línea de mano fija marina_Rhencus macracanthus;24000;24000
Caño Grande_Red de enmalle - Red de enmalle fija continental_Megalops atlanticus;13800;36300
Mercado (Lorica)_Línea de mano - Línea de mano fija continental_Centropomus undecimalis;33500;137000
Bocas del Atrato_Red de enmalle - Red de enmalle fija marina_Colossoma macropomum;74000;74000
Cabo de la Vela_Red de enmalle - Red de enmalle langostera_Calamus calamus;10500;25000
Puerto de desembarco (Mitú)_Línea de mano - Línea de mano fija continental_Serrasalmus rhombeus;20000;37900
Puerto de desembarco (Mitú)_Línea de mano - Línea de mano fija continental_Ageneiosus inermis;7250;47750
Cabo de la Vela_Trampas o Nasas - Nasas de Peces_Haemulon plumieri;14000;73850
Puerto de desembarco (Mitú)_Línea de mano - Línea de mano fija continental_Megalechis picta;30500;39500
Puerto Triunfo_Atarraya - Atarraya_Pimelodus grosskopfii;12950;22850
Puerto de desembarco (Mitú)_Arpón - Arpón_Hydrolycus wallacei;20500;29500
Puerto de desembarco (Mitú)_Línea de mano - Línea de mano fija continental_Hoplias malabaricus;28500;143450
Villa Fátima_Red de enmalle - Red de enmalle de encierro marina_Ocyurus chrysurus;260000;260000
Chapinero_Red de enmalle - Red de enmalle fija continental_Brycon sinuensis;11250;33750
Chapinero_Red de enmalle - Red de enmalle fija continental_Salminus affinis;7500;30000
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle camaronera_Otros pescadilla;208000;208000
Puerto de desembarco (Barrancominas)_Red de enmalle - Red de enmalle de deriva continental_Brachyplatystoma filamentosum;83040;288600
Puerto Miraflores_Red de enmalle - Red de enmalle fija marina_Trachinotus stilbe;15050;53900
Sapzurro_Red de enmalle - Red de enmalle fija marina_Caranx crysos;352080;595350
El Muelle (Puerto López)_Red de enmalle - Red de enmalle fija continental_Brachyplatystoma vaillantii;31100;50900
Palanca_Red de enmalle - Red de enmalle de deriva continental_Megaleporinus muyscorum;620;8320
Tapegua_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;2880;10000
Bahía de Cispatá_Red de enmalle - Red de enmalle fija marina_Chaetodipterus faber;20100;21900
Bahía de Cispatá_Red de enmalle - Red de enmalle fija marina_Lutjanus synagris;14450;108200
Amarales_Red de enmalle - Red de enmalle de deriva marina_Sciades dowii;28250;69000
Taganga_Red de enmalle - Red de enmalle fija marina_Megalops atlanticus;11740;108760
Malecón (Puerto Gaitán)_Palangre o Espinel - Palangre calandrio_Mylossoma albiscopum;14660;90900
Malecón (Puerto Gaitán)_Palangre o Espinel - Palangre calandrio_Oxydoras sifontesi;9145;17155
Arrimadero La Unión_Red de enmalle - Red de enmalle fija marina_Notarius troschelii;1715000;1715000
Arrimadero La Unión_Red de enmalle - Red de enmalle fija marina_Hoplopagrus guentherii;392000;392000
Arrimadero La Unión_Red de enmalle - Red de enmalle fija marina_Lutjanus colorado;64000;64000
Orejero_Red de enmalle - Red de enmalle fija continental_Abramites eques;300;300
Jodedor_Red de enmalle - Red de enmalle de deriva marina_Caranx hippos;29200;565600
Buenavista (La Dorada)_Red de enmalle - Red de enmalle de encierro continental_Pseudoplatystoma magdaleniatum;64320;2630250
Jodedor_Red de enmalle - Red de enmalle fija marina_Centropomus undecimalis;46200;245600
Jodedor_Red de enmalle - Red de enmalle fija marina_Centropomus pectinatus;18400;65000
Jodedor_Red de enmalle - Red de enmalle de deriva marina_Scomberomorus brasiliensis;27750;89000
Playa de Arusí_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus colorado;49100;50900
Arrimadero La Unión_Red de enmalle - Red de enmalle marina de fondo_Lutjanus peru;216000;216000
Puerto Serviez_Atarraya - Atarraya_Rhamdia guatemalensis;8000;8000
Tribugá_Línea de mano - Línea de mano fija marina_Oligoplites altus;3500;12425
Tribugá_Línea de mano - Línea de mano fija marina_Trachinotus stilbe;3500;7000
San Alejandro_Línea de mano - Línea de mano fija continental_Brycon moorei;47790;120640
Puerto Boyacá_Chinchorro continental - Chinchorra_Sternopygus aequilabiatus;11740;26100
Tribugá_Línea de mano - Línea de mano correteo curricán o trolling_Lutjanus argentiventris;4000;4000
Puerto Serviez_Red de enmalle - Red de enmalle de deriva continental_Brycon moorei;24600;132200
Puerto Serviez_Red de enmalle - Red de enmalle de deriva continental_Pseudoplatystoma magdaleniatum;34650;634000
Puerto Boquillas_Red de enmalle - Red de enmalle fija continental_Pimelodus yuma;7265;57230
Puerto Rico [Meta]_Red de enmalle - Red de enmalle fija continental_Zungaro zungaro;507440;569360
Puente Chambacú - Río Jella_Línea de mano - Línea de mano fija marina_Alectis ciliaris;33565;70735
Camarones_Red de enmalle - Red de enmalle de deriva marina_Makaira nigricans;61200;215100
Chontal_Palangre o Espinel - Palangre o espinel de superficie_Centropomus armatus;74200;137200
Cupica_Línea de mano - Línea de mano fija marina_Elagatis bipinnulata;16000;147600
Muelle Hong Kong_Red de enmalle - Red de enmalle fija continental_Oxydoras niger;12600;24300
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Bairdiella ronchus;4830;16830
Champaché_Red de enmalle - Red de enmalle fija marina_Lobotes surinamensis;31500;50400
Champaché_Red de enmalle - Red de enmalle fija marina_Gerres cinereus;34400;115400
Santuario_Red de enmalle - Red de enmalle de deriva continental_Prochilodus rubrotaeniatus;363420;949015
Puerto del Pescado (San José Del Guaviare)_Red de enmalle - Red de enmalle de deriva continental_Zungaro zungaro;420000;474000
Zapata_Red de enmalle - Red de enmalle fija marina_Centropomus pectinatus;40650;286350
Puente Chambacú - Río Jella_Línea de mano - Línea de mano correteo curricán o trolling_Acanthocybium solandri;83600;729120
Berrugas_Línea de mano - Línea de mano fija marina_Caranx crysos;12150;14850
Ciénaga de Mesolandia_Atarraya - Atarraya_Mugil incilis;2000;7250
La T_Red de enmalle - Red de enmalle de encierro marina_Rhomboplites aurorubens;21000;102900
Guataquí_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;31000;49000
Guineal_Red de enmalle - Red de enmalle fija marina_Scomberomorus sierra;70000;70000
Guineal_Red de enmalle - Red de enmalle fija marina_Otros pescadilla;72000;72000
La Playa (El Banco)_Chinchorro continental - Chinchorra_Salminus affinis;13160;14240
Guineal_Red de enmalle - Red de enmalle fija marina_Centropomus robalito;60000;60000
La Boquilla_Red de enmalle - Red de enmalle fija marina_Mugil incilis;10000;34500
La Gloria_Red de enmalle - Red de enmalle fija continental_Colossoma macropomum;60040;118800
Betania (Montecristo)_Red de enmalle - Red de enmalle fija continental_Brycon moorei;1300;1385
La Gloria_Chinchorro continental - Chinchorra_Pimelodus grosskopfii;8960;11840
Puerto Principal (Leticia)_Red de enmalle - Red de enmalle fija continental_Cichla monoculus;157500;350000
Villa Fátima_Red de enmalle - Red de enmalle de encierro marina_Euthynnus alletteratus;29650;314000
La Ensenada_Red de enmalle - Red de enmalle camaronera_Nebris occidentalis;10500;10500
Milagros de la Mar_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus guttatus;25500;210000
Méjico_Atarraya - Atarraya_Pseudoplatystoma magdaleniatum;4420;72480
Méjico_Atarraya - Atarraya_Sorubim cuspicaudus;14340;27030
Las Balsas_Chinchorro continental - Chinchorro continental_Phractocephalus hemioliopterus;42000;42000
El Muelle (Puerto López)_Red de enmalle - Red de enmalle fija continental_Piaractus orinoquensis;31200;69500
El Muelle (Puerto López)_Red de enmalle - Red de enmalle fija continental_Pterodoras rivasi;4575;5925
Puerto Serviez_Palangre o Espinel - Palangre calandrio_Ageneiosus pardalis;9100;28900
Marralú_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;1840;11940
Caño Lobo_Red de enmalle - Red de enmalle de encierro marina_Centropomus undecimalis;101000;101000
Muelle Principal (Puerto Leguízamo)_Red de enmalle - Red de enmalle fija continental_Pellona castelnaeana;35400;133200
Muelle Principal (Puerto Leguízamo)_Red de enmalle - Red de enmalle fija continental_Plagioscion squamosissimus;70700;108950
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Megalops atlanticus;240300;274050
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Centropomus ensiferus;704000;704000
Primera Ensenada_Línea de mano - Línea de mano fija marina_Coryphaena hippurus;11000;11000
Berlín_Chinchorro continental - Chinchorro continental_Ageneiosus pardalis;7450;15820
Isla Fuerte_Red de enmalle - Red de enmalle fija marina_Lutjanus synagris;18450;93750
Puerto La Candelaria_Atarraya - Atarraya rastra_Megaleporinus muyscorum;5000;16250
Casino_Línea de mano - Línea de mano fija marina_Seriola rivoliana;189700;846000
Puerto Chucha_Red de enmalle - Red de enmalle de encierro marina_Euthynnus alletteratus;105000;414500
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Trichiurus lepturus;4800;27400
Bazán_Red de enmalle - Red de enmalle fija marina_Centropomus medius;52000;282750
Jurubirá_Línea de mano - Línea de mano fija marina_Acanthocybium solandri;28000;28000
Codis_Línea de mano - Línea de mano fija marina_Megalops atlanticus;50250;106000
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Elops smithi;38000;76800
Codis_Atarraya - Atarraya_Opisthonema oglinum;14000;14000
Tribugá_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus argentiventris;24000;24000
Tribugá_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus novemfasciatus;8000;8000
Tribugá_Palangre o Espinel - Palangre o espinel de fondo_Caranx caninus;3500;3500
Tribugá_Palangre o Espinel - Palangre o espinel de fondo_Notarius troschelii;7000;7000
Puerto Panseguita_Red de enmalle - Red de enmalle fija continental_Ageneiosus pardalis;25500;25500
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Anchoa spinifer;1893000;1893000
Jurubirá_Línea de mano - Línea de mano fija marina_Haemulon maculicauda;840;3360
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Seriola dumerili;135090;363510
Manaure Abajo_Red de enmalle - Red de enmalle de encierro marina_Haemulon bonariense;225300;225300
Costilla_Trampas o Nasas - Nasas de Peces_Plagioscion magdalenae;31800;31800
Costilla_Trampas o Nasas - Nasas de Peces_Prochilodus magdalenae;22800;22800
Sapzurro_Línea de mano - Línea de mano fija marina_Epinephelus itajara;441600;1026200
Agropez_Línea de mano - Línea de mano fija marina_Mycteroperca bonaci;248000;248000
Puerto Miraflores_Red de enmalle - Red de enmalle fija marina_Elagatis bipinnulata;35000;149100
Muelle Hong Kong_Línea de mano - Línea de mano fija continental_Plagioscion squamosissimus;20000;20000
Puerto Miraflores_Línea de mano - Línea de mano fija marina_Selar crumenophthalmus;70000;800800
Puerto Miraflores_Línea de mano - Línea de mano fija marina_Lutjanus colorado;114400;157600
Puerto Maco/Puerto Momico_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;24800;24800
Puerto de las Canoas (Puerto Berrío)_Red de enmalle - Red de enmalle de deriva continental_Prochilodus magdalenae;35480;434070
Puerto de las Canoas (Puerto Berrío)_Red de enmalle - Red de enmalle de deriva continental_Hypostomus sp. 2;26100;43920
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Scarus coeruleus;5350;11650
Las Delicias_Red de enmalle - Red de enmalle fija marina_Menticirrhus littoralis;6300;24500
Nueva Ola_Red de enmalle - Red de enmalle de deriva continental_Sorubim cuspicaudus;2640;6960
Morrosquillo_Línea de mano - Línea de mano fija marina_Cynoscion virescens;12000;58800
Morrosquillo_Línea de mano - Línea de mano correteo curricán o trolling_Scomberomorus brasiliensis;18000;207000
Morrosquillo_Línea de mano - Línea de mano correteo curricán o trolling_Rachycentron canadum;16500;52500
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Menticirrhus spp.;8000;8000
Jodedor_Red de enmalle - Red de enmalle de deriva marina_Centropomus undecimalis;86000;86000
Nueva Ola_Atarraya - Atarraya_Ageneiosus pardalis;7720;29760
Puerto Chucha_Red de enmalle - Red de enmalle de deriva marina_Caranx hippos;3,00E+05;3,00E+05
Providencia o Caimancito_Red de enmalle - Red de enmalle fija continental_Geophagus steindachneri;200;200
Montaño_Red de enmalle - Red de enmalle fija continental_Kronoheros umbrifer;6000;6000
Punta Bonita_Chinchorro marino - Chinchorro marino_Cynoscion phoxocephalus;356400;531000
Punta Bonita_Red de enmalle - Red de enmalle camaronera_Sphyraena ensis;24500;213500
Las Tenazas_Línea de mano - Línea de mano fija marina_Chloroscombrus chrysurus;3000;31000
Cartagena del Chairá_Palangre o Espinel - Palangre calandrio_Pseudoplatystoma punctifer;61180;223360
Muelles del Camarón_Changa - Red de arrastre artesanal o changa_Penaeus occidentalis;16200;51900
Morrosquillo_Línea de mano - Línea de mano fija marina_Ariopsis canteri;3200;5900
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Caranx crysos;60000;432000
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Euthynnus alletteratus;92700;180000
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Caranx hippos;28000;80000
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Rhonciscus crocro;16000;16000
Puerto Barrio El Progreso_Atarraya - Atarraya_Pimelodus grosskopfii;12805;74095
Camarones_Red de enmalle - Red de enmalle de deriva marina_Ocyurus chrysurus;33000;33000
Rincón del Mar_Línea de mano - Línea de mano fija marina_Caranx crysos;77250;117750
El Llanito_Atarraya - Atarraya_Salminus affinis;35000;35000
San Antonio de Padua_Línea de mano - Línea de mano fija continental_Pimelodus punctatus;400;400
San Antonio de Padua_Línea de mano - Línea de mano fija continental_Rhamdia guatemalensis;1200;1200
San Antonio de Padua_Línea de mano - Línea de mano fija continental_Sternopygus aequilabiatus;40300;40300
El Llanito_Red de enmalle - Red de enmalle de deriva continental_Plagioscion magdalenae;30250;34750
Ica-Copipa_Red de enmalle - Red de enmalle fija marina_Trichiurus lepturus;1980;19250
